"","ID","Sample.Plate","Species","Region","Site","CollectionDate","Season","Rain","Depth","Symbiodinium","Breviolum","Cladocopium","Durusdinium","dom","background","totalSym","use","count","X"
"268","urban_124","Sample 1_UrbanPopgen_Plate27_7-13-23_data.csv","Pseu","Miami urban","MacArthur North","22-Oct","Fall","Wet",0.9,0,0.007387246,0,0.992612754,"D","B",1,"y",1,NA
"269","urban_125","Sample 2_UrbanPopgen_Plate27_7-13-23_data.csv","Pseu","Miami urban","MacArthur North","22-Oct","Fall","Wet",0.9,0,0.003764938,0.000145995,0.996089067,"D","BC",1,"y",1,NA
"270","urban_126","Sample 3_UrbanPopgen_Plate27_7-13-23_data.csv","Pseu","Miami urban","MacArthur North","22-Oct","Fall","Wet",0.9,0,0.998287218,0.000311381,0.001401401,"B","CD",1,"y",1,NA
"271","urban_127","Sample 4_UrbanPopgen_Plate27_7-13-23_data.csv","Pseu","Miami urban","MacArthur North","22-Oct","Fall","Wet",0.9,0,0,0,1,"D","",1,"y",1,NA
"272","urban_129","Sample 5_UrbanPopgen_Plate27_7-13-23_data.csv","Pseu","Miami urban","MacArthur North","22-Oct","Fall","Wet",0.9,0,0.996966648,0,0.003033352,"B","D",1,"y",1,NA
"273","urban_181","Sample 6_UrbanPopgen_Plate27_7-13-23_data.csv","Pseu","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.2,0,0.999815708,0.000184292,0,"B","C",1,"y",1,NA
"274","urban_183","Sample 7_UrbanPopgen_Plate27_7-13-23_data.csv","Pseu","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.2,0,0.995060516,0.004939484,0,"B","C",1,"y",1,NA
"275","urban_185","Sample 8_UrbanPopgen_Plate27_7-13-23_data.csv","Pseu","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.1,0,0.999890167,8.48818e-06,0.000101345,"B","CD",1,"y",1,NA
"276","urban_186","Sample 9_UrbanPopgen_Plate27_7-13-23_data.csv","Pseu","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.1,0,0.999879734,0.000120266,0,"B","C",1,"y",1,NA
"277","urban_187","Sample 10_UrbanPopgen_Plate27_7-13-23_data.csv","Pseu","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.1,0,0.011970209,0,0.988029791,"D","B",1,"y",1,NA
"278","urban_188","Sample 11_UrbanPopgen_Plate27_7-13-23_data.csv","Pseu","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.1,0,0.999843083,0,0.000156917,"B","D",1,"y",1,NA
"279","UR21","Sample 12_UrbanPopgen_Plate27_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jun","Summer","Wet",1.5,0,0.021669008,0,0.978330992,"D","B",1,"y",1,NA
"280","UR22 rex2","Sample 1_UrbanPopgen_Plate28_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jun","Summer","Wet",1.2,0,0.120827762,0,0.879172238,"D","",1,"y",1,NA
"281","UR23 rex2","Sample 2_UrbanPopgen_Plate28_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jun","Summer","Wet",0.9,0,1,0,0,"B","",1,"y",1,NA
"282","UR24","Sample 3_UrbanPopgen_Plate28_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jun","Summer","Wet",0.6,0,0.999265075,0,0.000734925,"B","D",1,"y",1,NA
"283","UR25 rex","Sample 4_UrbanPopgen_Plate28_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jun","Summer","Wet",0.3,0,0.999995138,4.86151e-06,0,"B","C",1,"y",1,NA
"284","UR26 rex2","Sample 5_UrbanPopgen_Plate28_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jun","Summer","Wet",1.2,0,0,0,1,"D","",1,"y",1,NA
"285","UR27 rex","Sample 6_UrbanPopgen_Plate28_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jun","Summer","Wet",1.2,0,0.000784944,0,0.999215056,"D","B",1,"y",1,NA
"286","UR28 rex","Sample 7_UrbanPopgen_Plate28_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jun","Summer","Wet",1.5,0,0.198145293,0,0.801854707,"D","",1,"y",1,NA
"287","UR29","Sample 8_UrbanPopgen_Plate28_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jun","Summer","Wet",0.9,0,0,0,1,"D","",1,"y",1,NA
"288","UR30","Sample 9_UrbanPopgen_Plate28_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jun","Summer","Wet",1.2,0,0,0,1,"D","",1,"y",1,NA
"289","urban_003","Sample 10_UrbanPopgen_Plate28_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,0.999786304,0.000111549,0.000102147,"B","CD",1,"y",1,NA
"290","urban_004","Sample 11_UrbanPopgen_Plate28_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,0.136490106,0.000795309,0.862714585,"D","C",1,"y",1,NA
"291","urban_007","Sample 1_UrbanPopgen_Plate29_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,1,0,0,"B","",1,"y",1,NA
"292","urban_008","Sample 2_UrbanPopgen_Plate29_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,0.974286685,0,0.025713315,"B","D",1,"y",1,NA
"293","urban_011","Sample 3_UrbanPopgen_Plate29_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,0.997285868,1.80426e-05,0.002696089,"B","CD",1,"y",1,NA
"294","urban_014","Sample 4_UrbanPopgen_Plate29_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,0.999325246,0,0.000674754,"B","D",1,"y",1,NA
"295","urban_022","Sample 6_UrbanPopgen_Plate29_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,0.996213822,0,0.003786178,"B","D",1,"y",1,NA
"296","urban_023","Sample 7_UrbanPopgen_Plate29_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,0.959208083,0.001328574,0.039463343,"B","CD",1,"y",1,NA
"297","urban_026","Sample 8_UrbanPopgen_Plate29_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,0.009417726,0,0.990582274,"D","B",1,"y",1,NA
"298","urban_027","Sample 9_UrbanPopgen_Plate29_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,0.993500546,0,0.006499454,"B","D",1,"y",1,NA
"299","urban_029","Sample 10_UrbanPopgen_Plate29_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,0,0,1,"D","",1,"y",1,NA
"300","urban_032","Sample 11_UrbanPopgen_Plate29_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,1,0,0,"B","",1,"y",1,NA
"301","urban_033","Sample 12_UrbanPopgen_Plate29_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,0.999159828,0.000840172,0,"B","C",1,"y",1,NA
"302","urban_034","Sample 1_UrbanPopgen_Plate30_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,0.003440594,0,0.996559406,"D","B",1,"y",1,NA
"303","urban_035","Sample 2_UrbanPopgen_Plate30_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,0.298603277,0,0.701396723,"D","",1,"y",1,NA
"304","urban_036","Sample 3_UrbanPopgen_Plate30_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,0.999903507,9.6493e-05,0,"B","C",1,"y",1,NA
"305","urban_037","Sample 4_UrbanPopgen_Plate30_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,0.994265101,2.10932e-05,0.005713806,"B","CD",1,"y",1,NA
"306","urban_038","Sample 5_UrbanPopgen_Plate30_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,1,0,0,"B","",1,"y",1,NA
"307","urban_039","Sample 6_UrbanPopgen_Plate30_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,0.997706417,0,0.002293583,"B","D",1,"y",1,NA
"308","urban_040","Sample 7_UrbanPopgen_Plate30_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,1,0,0,"B","",1,"y",1,NA
"309","P1","Sample 8_UrbanPopgen_Plate30_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Oct","Fall","Wet",2.4,0,0.997226418,0.000407525,0.002366057,"B","CD",1,"y",1,NA
"310","urban_139","Sample 9_UrbanPopgen_Plate30_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Oct","Fall","Wet",2.4,0,0,0,1,"D","",1,"y",1,NA
"311","urban_148 rex","Sample 10_UrbanPopgen_Plate30_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Oct","Fall","Wet",2.4,0,0.995360194,2.2414e-05,0.004617392,"B","CD",1,"y",1,NA
"312","urban_152","Sample 11_UrbanPopgen_Plate30_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Oct","Fall","Wet",2.4,0,0.118961427,0,0.881038573,"D","",1,"y",1,NA
"313","urban_155","Sample 1_UrbanPopgen_Plate31_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Oct","Fall","Wet",2.4,0,0.018011461,0,0.981988539,"D","B",1,"y",1,NA
"314","urban_161 rex","Sample 2_UrbanPopgen_Plate31_7-13-23_data.csv","Pseu","Miami urban","Star Island","22-Oct","Fall","Wet",2.4,0,0.003600125,0,0.996399875,"D","B",1,"y",1,NA
"315","urban_193","Sample 3_UrbanPopgen_Plate31_7-13-23_data.csv","Mcav","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.1,0,0,0,1,"D","",1,"y",1,NA
"316","urban_209","Sample 4_UrbanPopgen_Plate31_7-13-23_data.csv","Mcav","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.1,0,0,0,1,"D","",1,"y",1,NA
"317","urban_210","Sample 5_UrbanPopgen_Plate31_7-13-23_data.csv","Mcav","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.1,0,0,0,1,"D","",1,"y",1,NA
"318","urban_012","Sample 6_UrbanPopgen_Plate31_7-13-23_data.csv","Mcav","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,0,0,1,"D","",1,"y",1,NA
"319","urban_072","Sample 7_UrbanPopgen_Plate31_7-13-23_data.csv","Mcav","Miami urban","Star Island","22-Sep","Fall","Wet",5,0,0,1.93316e-05,0.999980668,"D","C",1,"y",1,NA
"320","urban_073","Sample 8_UrbanPopgen_Plate31_7-13-23_data.csv","Mcav","Miami urban","Star Island","22-Sep","Fall","Wet",5,0,0,1.46658e-05,0.999985334,"D","C",1,"y",1,NA
"321","urban_075","Sample 9_UrbanPopgen_Plate31_7-13-23_data.csv","Mcav","Miami urban","Star Island","22-Sep","Fall","Wet",5,0,0,6.65437e-05,0.999933456,"D","C",1,"y",1,NA
"322","M2","Sample 10_UrbanPopgen_Plate31_7-13-23_data.csv","Mcav","Miami urban","Star Island","22-Oct","Fall","Wet",2.4,0,0,0,1,"D","",1,"y",1,NA
"323","urban_097","Sample 11_UrbanPopgen_Plate31_7-13-23_data.csv","Ofav","Miami reef","Rainbow Reef","22-Oct","Fall","Wet",7.6,0,0.045025349,0.002134649,0.952840002,"D","BC",1,"y",1,NA
"324","OS16 rex","Sample 12_UrbanPopgen_Plate31_7-13-23_data.csv","Pseu","Miami reef","Rainbow Reef","22-Jun","Summer","Wet",7,0,1,0,0,"B","",1,"y",1,NA
"325","urban_087","Sample 1_UrbanPopgen_Plate32_7-13-23_data.csv","Ofav","Miami reef","Emerald Reef","22-Oct","Fall","Wet",7,0,0.423622756,0,0.576377244,"D","",1,"y",1,NA
"326","urban_088","Sample 2_UrbanPopgen_Plate32_7-13-23_data.csv","Ofav","Miami reef","Emerald Reef","22-Oct","Fall","Wet",7.3,0,1,0,0,"B","",1,"y",1,NA
"327","urban_089","Sample 3_UrbanPopgen_Plate32_7-13-23_data.csv","Ofav","Miami reef","Emerald Reef","22-Oct","Fall","Wet",7.3,0,0.986822211,0.00026544,0.012912349,"B","CD",1,"y",1,NA
"328","urban_158b","Sample 4_UrbanPopgen_Plate32_7-13-23_data.csv","Ofav","Miami reef","Emerald Reef","23-Jan","Winter","Dry",7.3,0,0.539746586,0.00011848,0.460134934,"B","C",1,"y",1,NA
"329","urban_159b","Sample 5_UrbanPopgen_Plate32_7-13-23_data.csv","Ofav","Miami reef","Emerald Reef","23-Jan","Winter","Dry",7.3,0,0.998017591,0,0.001982409,"B","D",1,"y",1,NA
"330","urban_161b","Sample 6_UrbanPopgen_Plate32_7-13-23_data.csv","Ofav","Miami reef","Emerald Reef","23-Jan","Winter","Dry",7.3,0,0.092101492,0,0.907898508,"D","B",1,"y",1,NA
"331","urban_163b","Sample 7_UrbanPopgen_Plate32_7-13-23_data.csv","Ofav","Miami reef","Emerald Reef","23-Jan","Winter","Dry",7.3,0,0.01492394,2.77961e-05,0.985048264,"D","BC",1,"y",1,NA
"332","nmfs_001 cc5","Sample 9_UrbanPopgen_Plate32_7-13-23_data.csv","Ofav","Miami reef","Rainbow Reef","21-Jan","Winter","Dry",7,0,0.128746704,0,0.871253296,"D","",1,"y",1,NA
"333","nmfs_002","Sample 10_UrbanPopgen_Plate32_7-13-23_data.csv","Ofav","Miami reef","Rainbow Reef","21-Jan","Winter","Dry",6.7,0,0.755616249,0,0.244383751,"B","",1,"y",1,NA
"334","nmfs_003","Sample 11_UrbanPopgen_Plate32_7-13-23_data.csv","Ofav","Miami reef","Rainbow Reef","21-Jan","Winter","Dry",6.4,0,0.248986965,0.493390433,0.257622602,"","",1,"y",1,NA
"335","nmfs_004","Sample 12_UrbanPopgen_Plate32_7-13-23_data.csv","Ofav","Miami reef","Rainbow Reef","21-Jan","Winter","Dry",7,0,0.479358579,0,0.520641421,"D","",1,"y",1,NA
"336","OS4 rex2","Sample 2_UrbanPopgen_Plate33_7-17-23_data.csv","Dlab","Miami reef","Emerald Reef","22-Jun","Summer","Wet",9.1,0,0,0.000450168,0.999549832,"D","C",1,"y",1,NA
"337","urban_326","Sample 3_UrbanPopgen_Plate33_7-17-23_data.csv","Dlab","Miami reef","Emerald Reef","23-Jun","Summer","Wet",8.2,0,0,0.933952229,0.066047771,"C","D",1,"y",1,NA
"338","urban_307","Sample 4_UrbanPopgen_Plate33_7-17-23_data.csv","Dlab","Miami reef","Rainbow Reef","23-Jun","Summer","Wet",6.1,0,0,0.15729101,0.84270899,"D","",1,"y",1,NA
"339","urban_308","Sample 5_UrbanPopgen_Plate33_7-17-23_data.csv","Dlab","Miami reef","Rainbow Reef","23-Jun","Summer","Wet",6.1,0,0.890760805,0,0.109239195,"B","",1,"y",1,NA
"340","urban_309","Sample 6_UrbanPopgen_Plate33_7-17-23_data.csv","Dlab","Miami reef","Rainbow Reef","23-Jun","Summer","Wet",4.9,0,1,0,0,"B","",1,"y",1,NA
"341","urban_310","Sample 7_UrbanPopgen_Plate33_7-17-23_data.csv","Dlab","Miami reef","Rainbow Reef","23-Jun","Summer","Wet",4.9,0,0.999453658,0.000546342,0,"B","C",1,"y",1,NA
"342","urban_318","Sample 8_UrbanPopgen_Plate33_7-17-23_data.csv","Dlab","Miami reef","Rainbow Reef","23-Jun","Summer","Wet",5.5,0,0,0.00040211,0.99959789,"D","C",1,"y",1,NA
"343","urban_320","Sample 9_UrbanPopgen_Plate33_7-17-23_data.csv","Dlab","Miami reef","Rainbow Reef","23-Jun","Summer","Wet",5.8,0,0.096059046,0,0.903940954,"D","B",1,"y",1,NA
"344","urban_213","Sample 10_UrbanPopgen_Plate33_7-17-23_data.csv","Dlab","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.6,0,0,0,1,"D","",1,"y",1,NA
"345","urban_214","Sample 11_UrbanPopgen_Plate33_7-17-23_data.csv","Dlab","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.6,0,0,0,1,"D","",1,"y",1,NA
"346","urban_224","Sample 1_UrbanPopgen_Plate34_7-17-23_data.csv","Dlab","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.6,0,0,0,1,"D","",1,"y",1,NA
"347","urban_226","Sample 2_UrbanPopgen_Plate34_7-17-23_data.csv","Dlab","Miami urban","Belle Isle","23-Apr","Spring","Dry",1.2,0,0,0,1,"D","",1,"y",1,NA
"348","urban_231","Sample 3_UrbanPopgen_Plate34_7-17-23_data.csv","Dlab","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.3,0,0,0,1,"D","",1,"y",1,NA
"349","urban_240","Sample 4_UrbanPopgen_Plate34_7-17-23_data.csv","Dlab","Miami urban","Belle Isle","23-Apr","Spring","Dry",1.1,0,0,0,1,"D","",1,"y",1,NA
"350","urban_243","Sample 5_UrbanPopgen_Plate34_7-17-23_data.csv","Dlab","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.8,0,0,0,1,"D","",1,"y",1,NA
"351","urban_331","Sample 6_UrbanPopgen_Plate34_7-17-23_data.csv","Dlab","Miami reef","Emerald Reef","23-Jul","Spring","Dry",6.4,0,0,0,1,"D","",1,"y",1,NA
"352","urban_332","Sample 7_UrbanPopgen_Plate34_7-17-23_data.csv","Dlab","Miami reef","Emerald Reef","23-Jul","Spring","Dry",5.8,0,0,0.978100905,0.021899095,"C","D",1,"y",1,NA
"353","urban_333","Sample 8_UrbanPopgen_Plate34_7-17-23_data.csv","Dlab","Miami reef","Emerald Reef","23-Jul","Spring","Dry",6.7,0,0,0,1,"D","",1,"y",1,NA
"354","urban_334","Sample 9_UrbanPopgen_Plate34_7-17-23_data.csv","Dlab","Miami reef","Emerald Reef","23-Jul","Spring","Dry",6.7,0,0,0,1,"D","",1,"y",1,NA
"355","urban_335","Sample 10_UrbanPopgen_Plate34_7-17-23_data.csv","Dlab","Miami reef","Emerald Reef","23-Jul","Spring","Dry",6.7,0,1,0,0,"B","",1,"y",1,NA
"356","urban_042","Sample 1_UrbanPopgen_Plate39_1-16-24_data.csv","Mcav","Broward reef","FTL4","22-Aug","Summer","Wet",5.5,0,0,1,0,"C","",1,"y",1,NA
"357","urban_062","Sample 3_UrbanPopgen_Plate40_1-16-24_data.csv","Mcav","Broward reef","BC1","22-Aug","Summer","Wet",5.8,0,0,1,0,"C","",1,"y",1,NA
"358","urban_064","Sample 4_UrbanPopgen_Plate40_1-16-24_data.csv","Mcav","Broward reef","BC1","22-Aug","Summer","Wet",5.8,0,0.051227543,0.948772457,0,"C","B",1,"y",1,NA
"359","urban_067","Sample 5_UrbanPopgen_Plate40_1-16-24_data.csv","Mcav","Broward reef","BC1","22-Aug","Summer","Wet",6.4,0,0.092807334,0.907192666,0,"C","B",1,"y",1,NA
"360","urban_246","Sample 7_UrbanPopgen_Plate40_1-16-24_data.csv","Mcav","Broward reef","BC1","23-Apr","Spring","Dry",6.4,0,0.121131717,0.878868283,0,"C","",1,"y",1,NA
"361","urban_248","Sample 8_UrbanPopgen_Plate40_1-16-24_data.csv","Mcav","Broward reef","BC1","23-Apr","Spring","Dry",6.4,0,0,1,0,"C","",1,"y",1,NA
"362","urban_249","Sample 9_UrbanPopgen_Plate40_1-16-24_data.csv","Mcav","Broward reef","BC1","23-Apr","Spring","Dry",6.4,0,0,1,0,"C","",1,"y",1,NA
"363","urban_250","Sample 10_UrbanPopgen_Plate40_1-16-24_data.csv","Mcav","Broward reef","BC1","23-Apr","Spring","Dry",6.4,0,0,1,0,"C","",1,"y",1,NA
"364","urban_271","Sample 11_UrbanPopgen_Plate40_1-16-24_data.csv","Mcav","Broward reef","BC1","23-Apr","Spring","Dry",6.4,0,0,0.743603473,0.256396527,"C","",1,"y",1,NA
"365","urban_272","Sample 12_UrbanPopgen_Plate40_1-16-24_data.csv","Mcav","Broward reef","BC1","23-Apr","Spring","Dry",8.5,0,0,0.58279085,0.41720915,"C","",1,"y",1,NA
"366","urban_274","Sample 1_UrbanPopgen_Plate41_1-17-24_data.csv","Mcav","Broward reef","BC1","23-Apr","Spring","Dry",7,0,0,0.019998836,0.980001164,"D","C",1,"y",1,NA
"367","urban_275","Sample 2_UrbanPopgen_Plate41_1-17-24_data.csv","Mcav","Broward reef","BC1","23-Apr","Spring","Dry",7,0,0,0.987725603,0.012274397,"C","D",1,"y",1,NA
"368","urban_276","Sample 3_UrbanPopgen_Plate41_1-17-24_data.csv","Mcav","Broward reef","BC1","23-May","Spring","Dry",6.4,0,0,1,0,"C","",1,"y",1,NA
"369","urban_277","Sample 4_UrbanPopgen_Plate41_1-17-24_data.csv","Mcav","Broward reef","BC1","23-May","Spring","Dry",6.4,0,0,1,0,"C","",1,"y",1,NA
"370","urban_278","Sample 5_UrbanPopgen_Plate41_1-17-24_data.csv","Mcav","Broward reef","BC1","23-May","Spring","Dry",6.4,0,0,0.994991633,0.005008367,"C","D",1,"y",1,NA
"371","urban_280","Sample 6_UrbanPopgen_Plate41_1-17-24_data.csv","Mcav","Broward reef","BC1","23-May","Spring","Dry",6.4,0,0,1,0,"C","",1,"y",1,NA
"372","urban_279","Sample 7_UrbanPopgen_Plate41_1-17-24_data.csv","Mcav","Broward reef","BC1","23-May","Spring","Dry",8.2,0,0,1,0,"C","",1,"y",1,NA
"373","urban_281","Sample 8_UrbanPopgen_Plate41_1-17-24_data.csv","Mcav","Broward reef","BC1","23-May","Spring","Dry",8.2,0,0,1,0,"C","",1,"y",1,NA
"374","urban_290","Sample 9_UrbanPopgen_Plate41_1-17-24_data.csv","Mcav","Broward reef","T328","23-May","Spring","Dry",5.5,0,0,0.957723824,0.042276176,"C","D",1,"y",1,NA
"375","urban_291","Sample 10_UrbanPopgen_Plate41_1-17-24_data.csv","Mcav","Broward reef","T328","23-May","Spring","Dry",5.8,0,0,0.981267099,0.018732901,"C","D",1,"y",1,NA
"376","urban_292","Sample 11_UrbanPopgen_Plate41_1-17-24_data.csv","Mcav","Broward reef","T328","23-May","Spring","Dry",5.8,0,0.041299957,0.338393155,0.620306887,"D","B",1,"y",1,NA
"377","urban_295","Sample 12_UrbanPopgen_Plate41_1-17-24_data.csv","Mcav","Broward reef","T328","23-May","Spring","Dry",5.5,0,0,0.490371893,0.509628107,"","",1,"y",1,NA
"378","urban_053","Sample 1_UrbanPopgen_Plate42_1-17-24_data.csv","Ofav","Broward reef","FTL4","22-Aug","Summer","Wet",6.4,0,1,0,0,"B","",1,"y",1,NA
"379","urban_057","Sample 2_UrbanPopgen_Plate42_1-17-24_data.csv","Ofav","Broward reef","BC1","22-Aug","Summer","Wet",5.5,0,0.977561938,0,0.022438062,"B","D",1,"y",1,NA
"380","urban_059","Sample 3_UrbanPopgen_Plate42_1-17-24_data.csv","Ofav","Broward reef","BC1","22-Aug","Summer","Wet",5.5,0,0,1,0,"C","",1,"y",1,NA
"381","urban_060","Sample 4_UrbanPopgen_Plate42_1-17-24_data.csv","Ofav","Broward reef","BC1","22-Aug","Summer","Wet",5.5,0,0.996925434,0,0.003074566,"B","D",1,"y",1,NA
"382","urban_065","Sample 5_UrbanPopgen_Plate42_1-17-24_data.csv","Ofav","Broward reef","BC1","22-Aug","Summer","Wet",6.1,0,0.997583749,4.9368e-05,0.002366883,"B","CD",1,"y",1,NA
"383","urban_068","Sample 6_UrbanPopgen_Plate42_1-17-24_data.csv","Ofav","Broward reef","BC1","22-Aug","Summer","Wet",6.1,0,0.986966529,0.000133099,0.012900373,"B","CD",1,"y",1,NA
"384","urban_069","Sample 7_UrbanPopgen_Plate42_1-17-24_data.csv","Ofav","Broward reef","BC1","22-Aug","Summer","Wet",6.1,0,0.999840865,8.47169e-05,7.4418e-05,"B","CD",1,"y",1,NA
"385","urban_070","Sample 8_UrbanPopgen_Plate42_1-17-24_data.csv","Ofav","Broward reef","BC1","22-Aug","Summer","Wet",6.1,0,0.995383579,0.000189428,0.004426992,"B","CD",1,"y",1,NA
"386","urban_245","Sample 9_UrbanPopgen_Plate42_1-17-24_data.csv","Ofav","Broward reef","BC1","23-Apr","Spring","Dry",6.4,0,1,0,0,"B","",1,"y",1,NA
"387","urban_247","Sample 10_UrbanPopgen_Plate42_1-17-24_data.csv","Ofav","Broward reef","BC1","23-Apr","Spring","Dry",6.4,0,0.082951509,0.019596423,0.897452069,"D","BC",1,"y",1,NA
"388","urban_282","Sample 11_UrbanPopgen_Plate42_1-17-24_data.csv","Ofav","Broward reef","BC1","23-May","Spring","Dry",7,0,0.999937104,6.28956e-05,0,"B","C",1,"y",1,NA
"389","urban_063","Sample 1_UrbanPopgen_Plate43_1-18-24_data.csv","Pseu","Broward reef","BC1","22-Aug","Summer","Wet",5.8,0,0,0,1,"D","",1,"y",1,NA
"390","urban_286","Sample 2_UrbanPopgen_Plate43_1-18-24_data.csv","Pseu","Broward reef","BC1","23-May","Spring","Dry",8.5,0,0,0,1,"D","",1,"y",1,NA
"391","urban_298","Sample 5_UrbanPopgen_Plate43_1-18-24_data.csv","Pseu","Broward reef","T328","23-May","Spring","Dry",5.2,0,0.999610957,0.000147855,0.000241189,"B","CD",1,"y",1,NA
"392","urban_301","Sample 6_UrbanPopgen_Plate43_1-18-24_data.csv","Pseu","Broward reef","FTL4","23-May","Spring","Dry",5.8,0,0.999918614,0,8.13865e-05,"B","D",1,"y",1,NA
"393","urban_302","Sample 7_UrbanPopgen_Plate43_1-18-24_data.csv","Pseu","Broward reef","FTL4","23-May","Spring","Dry",6.4,0,0,0,1,"D","",1,"y",1,NA
"394","urban_303","Sample 8_UrbanPopgen_Plate43_1-18-24_data.csv","Pseu","Broward reef","FTL4","23-May","Spring","Dry",7,0,0.999743202,0.000256798,0,"B","C",1,"y",1,NA
"395","urban_304","Sample 9_UrbanPopgen_Plate43_1-18-24_data.csv","Pseu","Broward reef","FTL4","23-May","Spring","Dry",5.5,0,0.999318164,0,0.000681836,"B","D",1,"y",1,NA
"396","urban_054","Sample 10_UrbanPopgen_Plate43_1-18-24_data.csv","Dlab","Broward reef","FTL4","22-Aug","Summer","Wet",5.2,0,0,0.000178214,0.999821786,"D","C",1,"y",1,NA
"397","urban_306","Sample 11_UrbanPopgen_Plate43_1-18-24_data.csv","Dlab","Broward reef","FTL4","23-May","Spring","Dry",6.1,0,0,0.000681687,0.999318313,"D","C",1,"y",1,NA
"398","urban_288","Sample 1_UrbanPopgen_Plate44_1-18-24_data.csv","Ofav","Broward reef","BC1","23-May","Spring","Dry",7.6,0,0.964899893,0,0.035100107,"B","D",1,"y",1,NA
"399","urban_289","Sample 2_UrbanPopgen_Plate44_1-18-24_data.csv","Ofav","Broward reef","BC1","23-May","Spring","Dry",7.6,0,0.40665749,0,0.59334251,"D","",1,"y",1,NA
"400","urban_294","Sample 3_UrbanPopgen_Plate44_1-18-24_data.csv","Ofav","Broward reef","T328","23-May","Spring","Dry",5.8,0,0.061036189,0.85602041,0.082943401,"C","BD",1,"y",1,NA
"401","urban_297","Sample 4_UrbanPopgen_Plate44_1-18-24_data.csv","Ofav","Broward reef","T328","23-May","Spring","Dry",5.5,0,0.996979117,3.00985e-05,0.002990785,"B","CD",1,"y",1,NA
"402","urban_300","Sample 5_UrbanPopgen_Plate44_1-18-24_data.csv","Ofav","Broward reef","FTL4","23-May","Spring","Dry",6.1,0,0.949370288,0.000125689,0.050504023,"B","CD",1,"y",1,NA
