ID,Sample.Plate,Species,Region,Site,CollectionDate,Season,Rain,Depth,Symbiodinium,Breviolum,Cladocopium,Durusdinium,dom,background,totalSym
urban_172,Sample 11_UrbanPopgen_Plate01_6-29-23_data.csv,Mcav,Miami offshore,Emerald Reef,23-Jan,Winter,Dry,7.5,0.82094609,1.94E-04,0.17674961,0.00211078,A,BD,1
urban_104,Sample 12_UrbanPopgen_Plate01_6-29-23_data.csv,Mcav,Miami offshore,Rainbow Reef,22-Oct,Fall,Wet,8.5,0,0.00367315,0.36402905,0.6322978,D,B,1
urban_313,Sample 1_UrbanPopgen_Plate02_6-29-23_data.csv,Mcav,Miami offshore,Rainbow Reef,23-Jun,Summer,Wet,4.6,0.56928178,4.34E-04,0.42716794,0.00311668,A,BD,1
urban_316,Sample 2_UrbanPopgen_Plate02_6-29-23_data.csv,Mcav,Miami offshore,Rainbow Reef,23-Jun,Summer,Wet,5.2,0.79645416,0,0.20323368,3.12E-04,A,D,1
urban_255,Sample 3_UrbanPopgen_Plate02_6-29-23_data.csv,Mcav,Miami urban,Belle Isle,23-Apr,Spring,Dry,0.6,0.8778638,0,0,0.1221362,A,,1
urban_269,Sample 4_UrbanPopgen_Plate02_6-29-23_data.csv,Mcav,Miami urban,Belle Isle,23-Apr,Spring,Dry,0.5,0.79287023,0,0,0.20712977,A,,1
urban_270,Sample 5_UrbanPopgen_Plate02_6-29-23_data.csv,Mcav,Miami urban,Belle Isle,23-Apr,Spring,Dry,0.3,0.80767999,0,0,0.19232001,A,,1
urban_112,Sample 6_UrbanPopgen_Plate02_6-29-23_data.csv,Mcav,Miami urban,MacArthur North,22-Oct,Fall,Wet,0.9,0.67257431,3.08E-06,1.02E-04,0.32732072,A,BC,1
urban_115,Sample 7_UrbanPopgen_Plate02_6-29-23_data.csv,Mcav,Miami urban,MacArthur North,22-Oct,Fall,Wet,0.9,0.86572941,2.75E-06,0,0.13426784,A,B,1
M1,Sample 8_UrbanPopgen_Plate02_6-29-23_data.csv,Mcav,Miami urban,MacArthur North,22-Oct,Fall,Wet,0.9,0.39019479,0,0,0.60980521,D,,1
urban_177,Sample 9_UrbanPopgen_Plate02_6-29-23_data.csv,Mcav,Miami urban,MacArthur North,23-Jan,Winter,Dry,1.3,0.87361306,0,0,0.12638694,A,,1
urban_178,Sample 10_UrbanPopgen_Plate02_6-29-23_data.csv,Mcav,Miami urban,MacArthur North,23-Jan,Winter,Dry,1.5,0.79726311,0,0.00135559,0.2013813,A,C,1
urban_179,Sample 11_UrbanPopgen_Plate02_6-29-23_data.csv,Mcav,Miami urban,MacArthur North,23-Jan,Winter,Dry,1.5,0.81003903,2.70E-04,0,0.18969128,A,B,1
urban_189,Sample 1_UrbanPopgen_Plate03_6-30-23_data.csv,Mcav,Miami urban,MacArthur North,23-Jan,Winter,Dry,1.1,0.86846371,0.00159245,0,0.12994384,A,B,1
urban_191,Sample 2_UrbanPopgen_Plate03_6-30-23_data.csv,Mcav,Miami urban,MacArthur North,23-Jan,Winter,Dry,1.1,0.81181725,9.85E-05,0,0.18808422,A,B,1
urban_193,Sample 3_UrbanPopgen_Plate03_6-30-23_data.csv,Mcav,Miami urban,MacArthur North,23-Jan,Winter,Dry,1.1,0.75927551,0,0,0.24072449,A,,1
urban_199,Sample 4_UrbanPopgen_Plate03_6-30-23_data.csv,Mcav,Miami urban,MacArthur North,23-Jan,Winter,Dry,1.1,0.70253852,0,0,0.29746148,A,,1
urban_201,Sample 5_UrbanPopgen_Plate03_6-30-23_data.csv,Mcav,Miami urban,MacArthur North,23-Jan,Winter,Dry,1.1,0.91258115,0,0,0.08741885,A,D,1
urban_205,Sample 6_UrbanPopgen_Plate03_6-30-23_data.csv,Mcav,Miami urban,MacArthur North,23-Jan,Winter,Dry,1.1,0.85092803,0,3.42E-05,0.14903781,A,C,1
urban_209,Sample 7_UrbanPopgen_Plate03_6-30-23_data.csv,Mcav,Miami urban,MacArthur North,23-Jan,Winter,Dry,1.1,0,0,0,1,D,,1
urban_210,Sample 8_UrbanPopgen_Plate03_6-30-23_data.csv,Mcav,Miami urban,MacArthur North,23-Jan,Winter,Dry,1.1,0,0,0,1,D,,1
urban_002,Sample 9_UrbanPopgen_Plate03_6-30-23_data.csv,Mcav,Miami urban,Star Island,22-Jul,Summer,Wet,2.4,0.54950319,3.96E-04,0.25501102,0.19508966,A,B,1
urban_005,Sample 10_UrbanPopgen_Plate03_6-30-23_data.csv,Mcav,Miami urban,Star Island,22-Jul,Summer,Wet,2.4,0.6647063,0.00360112,3.59E-05,0.33165664,A,BC,1
urban_006,Sample 11_UrbanPopgen_Plate03_6-30-23_data.csv,Mcav,Miami urban,Star Island,22-Jul,Summer,Wet,2.4,0,0.00106932,5.41E-05,0.99887655,D,BC,1
urban_009,Sample 12_UrbanPopgen_Plate03_6-30-23_data.csv,Mcav,Miami urban,Star Island,22-Jul,Summer,Wet,2.4,0.30271014,0,0,0.69728986,D,,1
urban_010,Sample 1_UrbanPopgen_Plate04_6-30-23_data.csv,Mcav,Miami urban,Star Island,22-Jul,Summer,Wet,2.4,0.68390398,4.58E-04,0,0.31563839,A,B,1
urban_012,Sample 2_UrbanPopgen_Plate04_6-30-23_data.csv,Mcav,Miami urban,Star Island,22-Jul,Summer,Wet,2.4,0.77708608,0,0,0.22291392,A,,1
urban_015,Sample 3_UrbanPopgen_Plate04_6-30-23_data.csv,Mcav,Miami urban,Star Island,22-Jul,Summer,Wet,2.4,0,0.00270414,4.28E-05,0.99725311,D,BC,1
