"","Sample.Name","File.Name","A.CT.mean","B.CT.mean","C.CT.mean","D.CT.mean","A.CT.sd","B.CT.sd","C.CT.sd","D.CT.sd","A.reps","B.reps","C.reps","D.reps","B.A","C.A","D.A","A.B","C.B","D.B","A.C","B.C","D.C","A.D","B.D","C.D","Sample.Plate","ID","Species","Region","Site","CollectionDate","Season","Rain","Depth"
"153","Sample 12","UrbanPopgen_Plate15_7-7-23_data.csv",33.552181245,21.26027584,38.75622177,21.83992195,3.02841763362337,0.0458787001668462,NA,0.121272334365264,2,2,1,2,45130.9775128688,0,10066.1319625824,2.21577296816772e-05,0,0.223042630966993,0,0,0,9.93430250782699e-05,4.48344783086776,0,"Sample 12_UrbanPopgen_Plate15_7-7-23_data.csv","urban_024","Cnat","Miami urban","Star Island","22-Jul","Summer","Wet",2.4
"154","Sample 2","UrbanPopgen_Plate15_7-7-23_data.csv",30.779626845,NA,29.764616965,20.987321855,0.553449486573026,NA,0.271219354845086,0.157444445396471,2,0,2,2,0,0.790793504122839,2660.10502391117,0,0,0,1.26455262313923,0,3363.84278581272,0.000375925007099792,0,0.000297279053651848,"Sample 2_UrbanPopgen_Plate15_7-7-23_data.csv","urban_202","Cnat","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.1
"155","Sample 3","UrbanPopgen_Plate15_7-7-23_data.csv",27.303915025,NA,NA,21.282468795,0.0714459913893422,NA,NA,0.160225453940473,2,0,0,2,0,0,194.875475204823,0,0,0,0,0,0,0.00513148203461188,0,0,"Sample 3_UrbanPopgen_Plate15_7-7-23_data.csv","urban_203","Cnat","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.1
"156","Sample 4","UrbanPopgen_Plate15_7-7-23_data.csv",28.65482426,39.50046158,33.0190773,20.79464531,0.0396018546916073,NA,NA,0.280774891830123,2,1,1,2,0,0,697.061168474216,0,0,0,0,0,0,0.00143459433006271,0,0,"Sample 4_UrbanPopgen_Plate15_7-7-23_data.csv","urban_204","Cnat","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.1
"157","Sample 5","UrbanPopgen_Plate15_7-7-23_data.csv",29.33459377,28.034075735,NA,21.685722355,0.752588964154774,0.453288348419106,NA,0.0141154847691483,2,2,0,2,22.168558175169,0,602.089403115501,0.0451089327550449,0,27.1596103976623,0,0,0,0.00166088291012185,0.0368193794151802,0,"Sample 5_UrbanPopgen_Plate15_7-7-23_data.csv","urban_206","Cnat","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.1
"158","Sample 6","UrbanPopgen_Plate15_7-7-23_data.csv",29.50441551,36.305007935,NA,20.98572636,0.705466760144671,5.20009840498183,NA,0.243713982930302,2,2,0,2,0.0807346935675549,0,1100.27745088239,12.3862487836564,0,13628.3102376766,0,0,0,0.000908861668661874,7.3376668314713e-05,0,"Sample 6_UrbanPopgen_Plate15_7-7-23_data.csv","urban_207","Cnat","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.1
"159","Sample 7","UrbanPopgen_Plate15_7-7-23_data.csv",27.601127625,32.26917267,30.74629402,21.78256321,0.229176355412789,NA,NA,0.210244667362027,2,1,1,2,0,0,169.310415435043,0,0,0,0,0,0,0.00590631118251351,0,0,"Sample 7_UrbanPopgen_Plate15_7-7-23_data.csv","urban_208","Cnat","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.1
"160","Sample 8","UrbanPopgen_Plate15_7-7-23_data.csv",28.48943996,21.37629509,36.02116776,33.15000534,0.348675145762683,0.0627441868476376,NA,NA,2,2,1,1,1245.98403827376,0,0,0.00080257849962945,0,0,0,0,0,0,0,0,"Sample 8_UrbanPopgen_Plate15_7-7-23_data.csv","urban_001","Cnat","Miami urban","Star Island","22-Jul","Summer","Wet",2.4
"161","Sample 9","UrbanPopgen_Plate15_7-7-23_data.csv",27.528830525,21.135826115,33.66873932,21.975059505,0.0998536386279863,0.281255024405616,NA,0.259095895944556,2,2,1,2,756.360080266438,0,140.920092892184,0.00132212160066372,0,0.186313498780294,0,0,0,0.00709622013068843,5.36729762763581,0,"Sample 9_UrbanPopgen_Plate15_7-7-23_data.csv","urban_013","Cnat","Miami urban","Star Island","22-Jul","Summer","Wet",2.4
"162","Sample 1","UrbanPopgen_Plate16_7-7-23_data.csv",24.111757275,23.551288605,NA,21.298558235,0.878181176480864,0.224183474430831,NA,0.420625544703317,2,2,0,2,13.2727339997312,0,21.0852400414305,0.0753424275676925,0,1.58861317056889,0,0,0,0.0474265409374091,0.629479862389595,0,"Sample 1_UrbanPopgen_Plate16_7-7-23_data.csv","urban_025 rex","Cnat","Miami urban","Star Island","22-Jul","Summer","Wet",2.4
"163","Sample 10","UrbanPopgen_Plate16_7-7-23_data.csv",31.92266178,24.541052815,NA,24.011848445,0.409140030469705,0.0217208000384726,NA,0.250906595326785,2,2,0,2,1500.81867182412,0,721.960369689337,0.000666303010999045,0,0.481044368145989,0,0,0,0.00138511757983379,2.07881032648639,0,"Sample 10_UrbanPopgen_Plate16_7-7-23_data.csv","C1","Cnat","Miami urban","Star Island","22-Oct","Fall","Wet",2.4
"164","Sample 11","UrbanPopgen_Plate16_7-7-23_data.csv",22.23391056,32.999929425,NA,20.952420235,0.604952266590053,1.00044614734556,NA,0.295158766049138,2,2,0,2,0.00516830216994906,0,7.29269888083278,193.487138932098,0,1411.04344154565,0,0,0,0.137123445838176,0.000708695402676338,0,"Sample 11_UrbanPopgen_Plate16_7-7-23_data.csv","C2","Cnat","Miami urban","Star Island","22-Oct","Fall","Wet",2.4
"165","Sample 2","UrbanPopgen_Plate16_7-7-23_data.csv",31.32516861,26.82379818,34.21469116,24.97524357,0.75716779168994,0.128861456889296,NA,0.0697344889229568,2,2,1,2,203.840290913079,0,244.70292576386,0.00490580147585453,0,1.20046397435827,0,0,0,0.0040865878365713,0.833011253448544,0,"Sample 2_UrbanPopgen_Plate16_7-7-23_data.csv","urban_028","Cnat","Miami urban","Star Island","22-Jul","Summer","Wet",2.4
"166","Sample 3","UrbanPopgen_Plate16_7-7-23_data.csv",30.64437199,25.394768715,32.56700134,28.933075905,0.94859271307574,1.20670406182244,NA,0.41071530174363,2,2,1,2,342.397480696199,0,9.82364608385018,0.00292058223666451,0,0.0286907662517718,0,0,0,0.101795198184509,34.854419405346,0,"Sample 3_UrbanPopgen_Plate16_7-7-23_data.csv","urban_030","Cnat","Miami urban","Star Island","22-Jul","Summer","Wet",2.4
"167","Sample 4","UrbanPopgen_Plate16_7-7-23_data.csv",32.381443025,33.00778389,NA,22.527150155,1.00233163343546,0.607726529335361,NA,0.0831378605949072,2,2,0,2,5.83035664558984,0,2776.89203404331,0.17151609426096,0,476.281675863481,0,0,0,0.000360114829003252,0.00209959788645456,0,"Sample 4_UrbanPopgen_Plate16_7-7-23_data.csv","urban_041","Cnat","Miami urban","Star Island","22-Jul","Summer","Wet",2.4
"168","Sample 5","UrbanPopgen_Plate16_7-7-23_data.csv",21.17581463,NA,31.91846752,21.43700409,0.270491056073666,NA,1.27492126222753,0.00332859203535033,2,0,2,2,0,0.000228377818675433,2.50319909260168,0,0,0,4378.70895606191,0,10960.780285581,0.399488799335038,0,9.12343805774035e-05,"Sample 5_UrbanPopgen_Plate16_7-7-23_data.csv","urban_130","Cnat","Miami urban","Star Island","22-Oct","Fall","Wet",2.4
"169","Sample 6","UrbanPopgen_Plate16_7-7-23_data.csv",29.083535195,30.518179895,NA,22.240991595,0.581064099414433,0.872874043103212,NA,0.060742714032422,2,2,0,2,3.32944175376174,0,344.296117186264,0.300350651537952,0,103.409563118881,0,0,0,0.00290447655399785,0.00967028551170246,0,"Sample 6_UrbanPopgen_Plate16_7-7-23_data.csv","urban_136","Cnat","Miami urban","Star Island","22-Oct","Fall","Wet",2.4
"170","Sample 7","UrbanPopgen_Plate16_7-7-23_data.csv",27.30969715,32.50455093,NA,20.057646755,0.106729311623006,NA,NA,0.396769755947204,2,1,0,2,0,0,457.305004067836,0,0,0,0,0,0,0.0021867243767393,0,0,"Sample 7_UrbanPopgen_Plate16_7-7-23_data.csv","urban_137","Cnat","Miami urban","Star Island","22-Oct","Fall","Wet",2.4
"171","Sample 8","UrbanPopgen_Plate16_7-7-23_data.csv",30.099168775,31.90804863,NA,21.674019815,1.80141429680894,1.0649841014625,NA,0.23421914399136,2,2,0,2,2.56871199975764,0,1031.20214950223,0.389300162919919,0,401.447164804588,0,0,0,0.000969741966192285,0.00249098782522669,0,"Sample 8_UrbanPopgen_Plate16_7-7-23_data.csv","urban_138","Cnat","Miami urban","Star Island","22-Oct","Fall","Wet",2.4
"172","Sample 9","UrbanPopgen_Plate16_7-7-23_data.csv",32.41207504,32.77780914,31.32669449,20.8850832,0.351622055699682,NA,NA,0.0224410095083118,2,1,1,2,0,0,8853.02230330742,0,0,0,0,0,0,0.000112955775523847,0,0,"Sample 9_UrbanPopgen_Plate16_7-7-23_data.csv","urban_140","Cnat","Miami urban","Star Island","22-Oct","Fall","Wet",2.4
"173","Sample 1","UrbanPopgen_Plate17_7-10-23_data.csv",24.873400685,24.99018478,35.58092117,21.86667347,0.402509822522708,0.208692313418883,NA,0.464935705252795,2,2,1,2,8.30017012144986,0,24.1121721259125,0.120479458296371,0,2.90502143607878,0,0,0,0.0414728293568101,0.344231539079384,0,"Sample 1_UrbanPopgen_Plate17_7-10-23_data.csv","urban_143","Cnat","Miami urban","Star Island","22-Oct","Fall","Wet",2.4
"174","Sample 10","UrbanPopgen_Plate17_7-10-23_data.csv",27.7040329,21.189099315,32.22215557,NA,0.248365642463933,0.115692759815884,0.511913602910991,NA,2,2,2,0,823.062733621244,0.0170774973125289,0,0.00121497421660714,2.07487189189003e-05,0,58.5565895107096,48195.7466342217,0,0,0,0,"Sample 10_UrbanPopgen_Plate17_7-10-23_data.csv","nmfs_022","Pseu","Miami reef","Emerald Reef","21-Jan","Winter","Dry",6.4
"175","Sample 11","UrbanPopgen_Plate17_7-10-23_data.csv",20.9969492,21.398760795,32.1578722,32.69278717,0.638551053409964,0.298460374889719,1.7770878082818,NA,2,2,2,1,6.81216512723308,0.000170900003307454,0,0.146796206686518,2.50874722082476e-05,0,5851.37495989964,39860.5324481932,0,0,0,0,"Sample 11_UrbanPopgen_Plate17_7-10-23_data.csv","nmfs_023","Pseu","Miami reef","Emerald Reef","21-Jan","Winter","Dry",7.6
"176","Sample 12","UrbanPopgen_Plate17_7-10-23_data.csv",29.357881545,21.76083565,33.66703033,34.3823967,0.77293138680254,0.235938735759326,NA,NA,2,2,1,1,1742.53376545587,0,0,0.000573876971467686,0,0,0,0,0,0,0,0,"Sample 12_UrbanPopgen_Plate17_7-10-23_data.csv","nmfs_024","Pseu","Miami reef","Emerald Reef","21-Jan","Winter","Dry",6.7
"177","Sample 2","UrbanPopgen_Plate17_7-10-23_data.csv",29.794776915,22.6428442,39.11014938,27.8203783,0.68371224525487,0.240085987741664,NA,0.0102190930595727,2,2,1,2,1279.93755976844,0,11.7889319617138,0.00078128811235207,0,0.00921055239901436,0,0,0,0.0848253262676924,108.571121109632,0,"Sample 2_UrbanPopgen_Plate17_7-10-23_data.csv","urban_146 rex","Cnat","Miami urban","Star Island","22-Oct","Fall","Wet",2.4
"178","Sample 3","UrbanPopgen_Plate17_7-10-23_data.csv",27.382772445,32.6592865,32.28798294,20.46201515,0.262842586077485,NA,2.00329297878179,0.0188898768267874,2,1,2,2,0,0.0130586769829521,363.476881431269,0,0,0,76.5774359305683,0,27834.1276000457,0.00275120661336777,0,3.59271184773313e-05,"Sample 3_UrbanPopgen_Plate17_7-10-23_data.csv","urban_149 rex","Cnat","Miami urban","Star Island","22-Oct","Fall","Wet",2.4
"179","Sample 4","UrbanPopgen_Plate17_7-10-23_data.csv",30.422100065,25.536429405,NA,21.556080815,1.48916616700102,0.219030094351678,NA,0.162411700828679,2,2,0,2,266.057757976079,0,1399.77744428098,0.0037585823755228,0,5.26117883172885,0,0,0,0.000714399281175492,0.190071471049273,0,"Sample 4_UrbanPopgen_Plate17_7-10-23_data.csv","urban_150 rex","Cnat","Miami urban","Star Island","22-Oct","Fall","Wet",2.4
"180","Sample 5","UrbanPopgen_Plate17_7-10-23_data.csv",32.21338654,32.26501369,NA,22.08865643,0.462075118911639,0.423746438263828,NA,0.170209879472573,2,2,0,2,8.68362756735556,0,3349.4131097267,0.11515924563132,0,385.71588702378,0,0,0,0.000298559767708557,0.0025925818293773,0,"Sample 5_UrbanPopgen_Plate17_7-10-23_data.csv","urban_151 rex","Cnat","Miami urban","Star Island","22-Oct","Fall","Wet",2.4
"181","Sample 6","UrbanPopgen_Plate17_7-10-23_data.csv",28.72962666,27.14321518,31.80057144,20.68519783,0.98178959454336,0.180337260782624,NA,0.239399500194214,2,2,1,2,27.0271312317749,0,792.019055419225,0.0369998573442502,0,29.3045920644391,0,0,0,0.00126259588472993,0.0341243446692948,0,"Sample 6_UrbanPopgen_Plate17_7-10-23_data.csv","urban_156","Cnat","Miami urban","Star Island","22-Oct","Fall","Wet",2.4
"182","Sample 7","UrbanPopgen_Plate17_7-10-23_data.csv",24.77372551,22.55929947,34.037448885,NA,0.28492618846325,0.225677824404713,0.458174682551275,NA,2,2,2,0,41.7687203961375,0.000636584508944352,0,0.0239413606765046,1.52406993297123e-05,0,1570.88334062401,65613.7870294747,0,0,0,0,"Sample 7_UrbanPopgen_Plate17_7-10-23_data.csv","nmfs_013","Pseu","Miami reef","Emerald Reef","21-Jan","Winter","Dry",6.7
"183","Sample 8","UrbanPopgen_Plate17_7-10-23_data.csv",34.420396805,22.20260334,33.15654564,32.86814499,3.55421878543259,0.618784519738,0.716528795198096,NA,2,2,2,1,42871.1193791511,0.9396622592742,0,2.3325726374346e-05,2.19183047441297e-05,0,1.06421215721956,45623.9664369036,0,0,0,0,"Sample 8_UrbanPopgen_Plate17_7-10-23_data.csv","nmfs_016","Pseu","Miami reef","Emerald Reef","21-Jan","Winter","Dry",6.7
"184","Sample 9","UrbanPopgen_Plate17_7-10-23_data.csv",26.5978508,22.10145378,33.81944275,33.93398285,0.339855996850636,0.167713438981591,NA,NA,2,2,1,1,203.138801054195,0,0,0.00492274245397959,0,0,0,0,0,0,0,0,"Sample 9_UrbanPopgen_Plate17_7-10-23_data.csv","nmfs_021","Pseu","Miami reef","Emerald Reef","21-Jan","Winter","Dry",6.7
"185","Sample 1","UrbanPopgen_Plate18_7-10-23_data.csv",25.382312775,NA,NA,21.810017585,0.213660919425042,NA,NA,0.161518865380348,2,0,0,2,0,0,35.6852924512438,0,0,0,0,0,0,0.0280227491862729,0,0,"Sample 1_UrbanPopgen_Plate18_7-10-23_data.csv","OS1 rex","Pseu","Miami reef","Emerald Reef","22-Jun","Summer","Wet",8.2
"186","Sample 10","UrbanPopgen_Plate18_7-10-23_data.csv",34.8930378,21.07834625,35.97257805,24.504314425,2.29592023891467,0.424972405858915,3.22636620196424,0.0303430338540884,2,2,2,2,129681.805043326,0.185157230700658,4021.96796624077,7.71118199400375e-06,1.42778110343851e-06,0.0310141269617357,5.40081527583814,700387.473676258,21721.9060310048,0.000248634501416647,32.2433709397582,4.60364757389453e-05,"Sample 10_UrbanPopgen_Plate18_7-10-23_data.csv","OS8 rex","Pseu","Miami reef","Emerald Reef","22-Jun","Summer","Wet",6.7
"187","Sample 11","UrbanPopgen_Plate18_7-10-23_data.csv",34.38454437,20.84391785,NA,31.63264275,1.36234798707984,0.0755487309998044,NA,NA,2,2,0,1,107245.049014467,0,0,9.32443976845125e-06,0,0,0,0,0,0,0,0,"Sample 11_UrbanPopgen_Plate18_7-10-23_data.csv","OS9 rex","Pseu","Miami reef","Emerald Reef","22-Jun","Summer","Wet",7
"188","Sample 2","UrbanPopgen_Plate18_7-10-23_data.csv",36.836877825,32.52964592,NA,21.30292225,2.59047073756849,0.113444478449763,NA,0.154087533734535,2,2,0,2,178.175715359251,0,142333.731138498,0.00561243712693241,0,798.839117056519,0,0,0,7.0257414879889e-06,0.00125181651555159,0,"Sample 2_UrbanPopgen_Plate18_7-10-23_data.csv","OS2 rex","Pseu","Miami reef","Emerald Reef","22-Jun","Summer","Wet",8.2
"189","Sample 3","UrbanPopgen_Plate18_7-10-23_data.csv",25.68801117,21.44158554,37.39994049,NA,0.193686687278238,0.0329244473669645,NA,NA,2,2,1,0,170.822077134327,0,0,0.005854044259242,0,0,0,0,0,0,0,0,"Sample 3_UrbanPopgen_Plate18_7-10-23_data.csv","OS21","Pseu","Miami reef","Emerald Reef","22-Jul","Summer","Wet",6.1
"190","Sample 4","UrbanPopgen_Plate18_7-10-23_data.csv",23.377119065,22.290774345,34.74839592,NA,0.184199937640872,0.00098050961813275,1.70495263526818,NA,2,2,2,0,19.1101834352521,0.000147713181103376,0,0.0523281214640422,7.72955328261751e-06,0,6769.87654405843,129373.582590967,0,0,0,0,"Sample 4_UrbanPopgen_Plate18_7-10-23_data.csv","OS22 rex","Pseu","Miami reef","Emerald Reef","22-Jul","Summer","Wet",6.1
"191","Sample 5","UrbanPopgen_Plate18_7-10-23_data.csv",35.819490435,21.699830055,39.01003647,NA,1.64726607917045,0.0943725286978889,NA,NA,2,2,1,0,160207.857454931,0,0,6.24189110250921e-06,0,0,0,0,0,0,0,0,"Sample 5_UrbanPopgen_Plate18_7-10-23_data.csv","OS23 rex","Pseu","Miami reef","Emerald Reef","22-Jul","Summer","Wet",6.1
"192","Sample 6","UrbanPopgen_Plate18_7-10-23_data.csv",39.077270505,22.87478828,37.72108841,34.25407791,1.15385528283422,0.0839834966655934,NA,NA,2,2,1,1,678696.584095037,0,0,1.47341245474719e-06,0,0,0,0,0,0,0,0,"Sample 6_UrbanPopgen_Plate18_7-10-23_data.csv","OS24","Pseu","Miami reef","Emerald Reef","22-Jul","Summer","Wet",6.1
"193","Sample 7","UrbanPopgen_Plate18_7-10-23_data.csv",24.068953515,32.77834702,36.37341881,21.43440437,0.25192755852387,NA,0.146714191915848,0.151493979198226,2,1,2,2,0,7.73573420101656e-05,18.6294302280101,0,0,0,12927.0211981765,0,240823.039467436,0.0536785069516759,0,4.15242662085584e-06,"Sample 7_UrbanPopgen_Plate18_7-10-23_data.csv","OS5 rex","Pseu","Miami reef","Emerald Reef","22-Jun","Summer","Wet",8.2
"194","Sample 8","UrbanPopgen_Plate18_7-10-23_data.csv",20.098396305,31.76480007,30.208818435,22.02158737,0.134886098588888,0.623548128417223,1.11106105315759,0.209595939316696,2,2,2,2,0.00276888573997634,0.000353976428830028,0.791011972270918,361.156108958308,0.12784074969921,285.678806044801,2825.04686344576,7.82223197495985,2234.645891212,1.26420336866596,0.00350043467992923,0.000447498193755268,"Sample 8_UrbanPopgen_Plate18_7-10-23_data.csv","OS6 rex","Pseu","Miami reef","Emerald Reef","22-Jun","Summer","Wet",6.7
"195","Sample 9","UrbanPopgen_Plate18_7-10-23_data.csv",30.903726575,32.57746506,NA,23.238420485,0.737061387143596,1.46532386277122,NA,0.0591269750374104,2,2,0,2,2.82096060062048,0,608.987409280906,0.35448917641035,0,215.879445160261,0,0,0,0.00164207007363387,0.00463221498117913,0,"Sample 9_UrbanPopgen_Plate18_7-10-23_data.csv","OS7 rex","Pseu","Miami reef","Emerald Reef","22-Jun","Summer","Wet",6.4
"196","Sample 1","UrbanPopgen_Plate19_7-10-23_data.csv",22.706284525,NA,NA,21.820100785,1.11140767690173,NA,NA,0.535228561045512,2,0,0,2,0,0,5.5448415744316,0,0,0,0,0,0,0.180347803733691,0,0,"Sample 1_UrbanPopgen_Plate19_7-10-23_data.csv","urban_078","Pseu","Miami reef","Emerald Reef","22-Oct","Fall","Wet",7.9
"197","Sample 10","UrbanPopgen_Plate19_7-10-23_data.csv",24.082903865,31.24895954,26.92867279,22.65818691,0.293712958955783,0.983853101836489,0.433666114027973,0.0666621523851086,2,2,2,2,0.0626678507829864,0.0544318213156537,8.05385476105539,15.9571452906997,0.868576481171289,128.516530572354,18.3716064579382,1.15130909214982,147.962250139501,0.124164146196865,0.00778110018646205,0.00675848061959847,"Sample 10_UrbanPopgen_Plate19_7-10-23_data.csv","urban_324","Pseu","Miami reef","Emerald Reef","23-Jun","Summer","Wet",7.9
"198","Sample 11","UrbanPopgen_Plate19_7-10-23_data.csv",28.224205015,22.13949966,27.884588245,32.78501511,0.347565164892914,0.251297717300663,0.778123884028832,NA,2,2,2,1,610.831374760337,0.495164508116591,0,0.00163711302549309,0.000810640265999551,0,2.01953085006759,1233.5928055177,0,0,0,0,"Sample 11_UrbanPopgen_Plate19_7-10-23_data.csv","urban_325 cc5","Pseu","Miami reef","Emerald Reef","23-Jun","Summer","Wet",6.4
"199","Sample 12","UrbanPopgen_Plate19_7-10-23_data.csv",27.51755619,21.563456535,31.46646404,32.263902665,0.971933303831079,0.0594816739409902,1.905605356717,2.08073259109623,2,2,2,2,557.962617256104,0.0253381533635439,0.111770860872156,0.00179223476461148,4.54119193292008e-05,0.000200319622525631,39.4661752043376,22020.6504101001,4.41116837792014,8.94687570800592,4992.02218630404,0.22669730881402,"Sample 12_UrbanPopgen_Plate19_7-10-23_data.csv","nmfs_006","Pseu","Miami reef","Rainbow Reef","21-Jan","Winter","Dry",5.5
"200","Sample 2","UrbanPopgen_Plate19_7-10-23_data.csv",26.732154845,22.12365532,32.758909225,32.37089157,0.733023383158952,0.266610850038312,1.62493161651192,0.0502579255998185,2,2,2,2,219.552861346633,0.00600179045551223,0.0602132907663414,0.00455471176219919,2.73364255819764e-05,0.000274254183694176,166.616946628246,36581.2273810708,10.0325546539266,16.6076291010321,3646.25248931522,0.0996755098272617,"Sample 2_UrbanPopgen_Plate19_7-10-23_data.csv","urban_079","Pseu","Miami reef","Emerald Reef","22-Oct","Fall","Wet",7.3
"201","Sample 3","UrbanPopgen_Plate19_7-10-23_data.csv",26.560569765,NA,31.54634285,21.896824835,0.129526370608851,NA,1.03605719743017,0.0965870881416183,2,0,2,2,0,0.01234944451611,76.0410965144482,0,0,0,80.9753020628162,0,6157.45075944521,0.013150783534664,0,0.000162404871604706,"Sample 3_UrbanPopgen_Plate19_7-10-23_data.csv","urban_086","Pseu","Miami reef","Emerald Reef","22-Oct","Fall","Wet",7.9
"202","Sample 4","UrbanPopgen_Plate19_7-10-23_data.csv",26.65010834,38.10071182,NA,21.57751465,0.0148437835405678,0.556192742685977,NA,0.0214281356128068,2,2,0,2,0.00321563978678387,0,100.954134820916,310.980105455205,0,31394.7274927475,0,0,0,0.00990548828707127,3.1852482243428e-05,0,"Sample 4_UrbanPopgen_Plate19_7-10-23_data.csv","urban_090","Pseu","Miami reef","Emerald Reef","22-Oct","Fall","Wet",7.6
"203","Sample 5","UrbanPopgen_Plate19_7-10-23_data.csv",25.97212315,28.07179451,25.70107174,21.350024225,0.267275756686796,0.3742073715599,0.0471222040101031,0.163622833323496,2,2,2,2,2.09980250286031,0.472181837821363,73.8774121375267,0.476235264334537,0.224869642348824,35.1830288976665,2.11782817529361,4.4470209031096,156.459664942632,0.0135359370485047,0.0284227944930098,0.00639142363219724,"Sample 5_UrbanPopgen_Plate19_7-10-23_data.csv","urban_171","Pseu","Miami reef","Emerald Reef","23-Jan","Winter","Dry",7.5
"204","Sample 6","UrbanPopgen_Plate19_7-10-23_data.csv",24.4459486,22.78046322,30.158735275,34.29009628,0.597742110874332,0.0237060801083983,1.3749933968509,NA,2,2,2,1,28.5498326017058,0.0074609568008094,0,0.0350264750743321,0.000261331017414219,0,134.031066885619,3826.56452301246,0,0,0,0,"Sample 6_UrbanPopgen_Plate19_7-10-23_data.csv","urban_173","Pseu","Miami reef","Emerald Reef","23-Jan","Winter","Dry",7.5
"205","Sample 7","UrbanPopgen_Plate19_7-10-23_data.csv",29.62177944,30.94749546,28.09291744,21.109249115,0.0466933154630424,0.557362056885755,0.235648765410496,0.219730059354375,2,2,2,2,3.59056027524135,1.12914052521917,1095.59040859422,0.278508066525295,0.314474744514149,305.130766401235,0.885629359380129,3.17990559637774,970.287031706316,0.000912749867245664,0.0032772834145641,0.0010306228644955,"Sample 7_UrbanPopgen_Plate19_7-10-23_data.csv","urban_321","Pseu","Miami reef","Emerald Reef","23-Jun","Summer","Wet",8.5
"206","Sample 8","UrbanPopgen_Plate19_7-10-23_data.csv",34.53581047,22.30691719,28.6125679,29.019987105,3.25637745424553,0.0712382929145049,0.562113531612617,0.17142236254134,2,2,2,2,43202.2335627323,23.7458849112914,137.261752149364,2.31469513850004e-05,0.000549644843635477,0.00317719110402131,0.0421125598702995,1819.35664744123,5.78044375529231,0.00728535068466728,314.743421865408,0.172997098896507,"Sample 8_UrbanPopgen_Plate19_7-10-23_data.csv","urban_322 cc5","Pseu","Miami reef","Emerald Reef","23-Jun","Summer","Wet",8.5
"207","Sample 9","UrbanPopgen_Plate19_7-10-23_data.csv",34.81862068,21.672406195,32.00399971,NA,1.38083325740644,0.0465260776382236,0.453424558398366,NA,2,2,2,0,81591.9661980671,2.75296070105957,0,1.22561086170232e-05,3.37405853705826e-05,0,0.363245287015945,29637.8971798122,0,0,0,0,"Sample 9_UrbanPopgen_Plate19_7-10-23_data.csv","urban_323 cc5","Pseu","Miami reef","Emerald Reef","23-Jun","Summer","Wet",8.5
"208","Sample 1","UrbanPopgen_Plate20_7-10-23_data.csv",32.42432022,22.09646988,32.72512436,29.897825245,NA,0.232003233973683,NA,0.347109307293219,1,2,1,2,0,0,0,0,0,0.00149429648055835,0,0,0,0,669.211239543538,0,"Sample 1_UrbanPopgen_Plate20_7-10-23_data.csv","nmfs_007","Pseu","Miami reef","Rainbow Reef","21-Jan","Winter","Dry",6.4
"209","Sample 10","UrbanPopgen_Plate20_7-10-23_data.csv",26.00417042,21.44048119,34.630334855,NA,0.308152128925087,NA,3.04848897274443,NA,2,1,2,0,0,0.000990331130250275,0,0,0,0,1009.76326953115,0,0,0,0,0,"Sample 10_UrbanPopgen_Plate20_7-10-23_data.csv","OS16 rex","Pseu","Miami reef","Rainbow Reef","22-Jun","Summer","Wet",7
"210","Sample 11","UrbanPopgen_Plate20_7-10-23_data.csv",26.815372465,20.656751635,36.917099,NA,0.514350695929826,0.0490494871818379,NA,NA,2,2,1,0,642.942465359407,0,0,0.00155534912356582,0,0,0,0,0,0,0,0,"Sample 11_UrbanPopgen_Plate20_7-10-23_data.csv","OS17 rex","Pseu","Miami reef","Rainbow Reef","22-Jun","Summer","Wet",6.7
"211","Sample 2","UrbanPopgen_Plate20_7-10-23_data.csv",34.539705275,21.940416335,NA,NA,3.04318588401757,0.0558604245510398,NA,NA,2,2,0,0,55847.8430398122,0,0,1.79057944867652e-05,0,0,0,0,0,0,0,0,"Sample 2_UrbanPopgen_Plate20_7-10-23_data.csv","nmfs_008","Pseu","Miami reef","Rainbow Reef","21-Jan","Winter","Dry",7
"212","Sample 3","UrbanPopgen_Plate20_7-10-23_data.csv",35.079956055,21.28975582,37.13855362,32.64395905,0.778479940577428,0.143991166127905,NA,NA,2,2,1,1,127498.89662015,0,0,7.84320512968236e-06,0,0,0,0,0,0,0,0,"Sample 3_UrbanPopgen_Plate20_7-10-23_data.csv","nmfs_009","Pseu","Miami reef","Rainbow Reef","21-Jan","Winter","Dry",7
"213","Sample 4","UrbanPopgen_Plate20_7-10-23_data.csv",17.5273447,22.191418645,32.56579208,31.983202935,0.0715660227654496,0.332026804503323,NA,0.564280891678698,2,2,1,2,0.354990188625381,0,0.000133497862765888,2.81697926320801,0,0.000376060711094095,0,0,0,7490.75662547256,2659.14510742333,0,"Sample 4_UrbanPopgen_Plate20_7-10-23_data.csv","nmfs_010","Pseu","Miami reef","Rainbow Reef","21-Jan","Winter","Dry",7.6
