"","Sample.Name","File.Name","A.CT.mean","B.CT.mean","C.CT.mean","D.CT.mean","A.CT.sd","B.CT.sd","C.CT.sd","D.CT.sd","A.reps","B.reps","C.reps","D.reps","B.A","C.A","D.A","A.B","C.B","D.B","A.C","B.C","D.C","A.D","B.D","C.D","Sample.Plate","ID","Species","Region","Site","CollectionDate","Season","Rain","Depth"
"11","Sample 8","UrbanPopgen_Plate01_6-29-23_data.csv",20.1503973,NA,18.49939728,30.51083374,0.0619120353032665,NA,0.14867789815788,0.914056571364552,2,0,2,2,0,1.22889620278606,0.00228201827536486,0,0,0,0.81373837573334,0,0.0018569658447892,438.208585266529,0,538.51286646229,"Sample 8_UrbanPopgen_Plate01_6-29-23_data.csv","urban_168","Mcav","Miami reef","Emerald Reef","23-Jan","Winter","Dry",7.5
"12","Sample 9","UrbanPopgen_Plate01_6-29-23_data.csv",20.429380415,32.62533188,17.71312904,29.93271351,0.127595035715259,1.4498515885814,0.144302717375697,0.0815787679241357,2,2,2,2,0.00191820621075026,2.57150760508765,0.0041336426959192,521.320384844795,1340.57933431561,2.15495220104747,0.388876936634964,0.000745946155070723,0.00160747830873255,241.917377374493,0.464047415768165,622.092375721367,"Sample 9_UrbanPopgen_Plate01_6-29-23_data.csv","urban_169","Mcav","Miami reef","Emerald Reef","23-Jan","Winter","Dry",7.5
"13","Sample 1","UrbanPopgen_Plate02_6-29-23_data.csv",22.41074848,32.769289015,18.30152607,28.338775635,1.10083387786751,1.46855264668441,0.0197355199685445,0.277154978871992,2,2,2,2,0.0068550574228818,6.75326633411505,0.0492728026717811,145.877698509433,985.150950241936,7.18780305286884,0.148076493732872,0.00101507286751783,0.00729614385602901,20.295171895564,0.139124568751348,137.05870110739,"Sample 1_UrbanPopgen_Plate02_6-29-23_data.csv","urban_313","Mcav","Miami reef","Rainbow Reef","23-Jun","Summer","Wet",4.6
"14","Sample 10","UrbanPopgen_Plate02_6-29-23_data.csv",21.058567045,36.726158145,25.73500061,21.4587307,0.554099558121242,4.45353407545558,0.332591903029645,0.122550896562732,2,2,2,2,0.000172912993141701,0.0153026941286006,2.27331695687877,5783.255392384,88.4993883372324,13147.1725494671,65.3479702068284,0.0112995131241974,148.556648768792,0.439885866761398,7.60619818624448e-05,0.00673143887054403,"Sample 10_UrbanPopgen_Plate02_6-29-23_data.csv","urban_178","Mcav","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.5
"15","Sample 11","UrbanPopgen_Plate02_6-29-23_data.csv",21.791065215,33.3435421,NA,22.30044079,0.123031029138227,0.461505968663466,NA,0.00435225638033977,2,2,0,2,0.00299640451529378,0,2.10757931539381,333.733311005225,0,703.369423132504,0,0,0,0.474477991265133,0.00142172799543436,0,"Sample 11_UrbanPopgen_Plate02_6-29-23_data.csv","urban_179","Mcav","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.5
"16","Sample 2","UrbanPopgen_Plate02_6-29-23_data.csv",21.111593245,23.65899849,18.55848312,30.84369469,0.444873806007257,NA,0.186371342357742,0.216301673338994,2,1,2,2,0,2.29655792173561,0.00352749818467946,0,0,0,0.435434260349182,0,0.00153599356292899,283.487034619372,0,651.044395064456,"Sample 2_UrbanPopgen_Plate02_6-29-23_data.csv","urban_316","Mcav","Miami reef","Rainbow Reef","23-Jun","Summer","Wet",5.2
"17","Sample 3","UrbanPopgen_Plate02_6-29-23_data.csv",22.58736992,NA,NA,23.84791374,0.228774442989427,NA,NA,0.211295300759652,2,0,0,2,0,0,1.25215979191975,0,0,0,0,0,0,0.798620117378831,0,0,"Sample 3_UrbanPopgen_Plate02_6-29-23_data.csv","urban_255","Mcav","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.6
"18","Sample 4","UrbanPopgen_Plate02_6-29-23_data.csv",21.520747185,35.78897095,NA,21.87233448,0.182385940046551,NA,NA,0.0942295587778011,2,1,0,2,0,0,2.35116405112182,0,0,0,0,0,0,0.425321235888609,0,0,"Sample 4_UrbanPopgen_Plate02_6-29-23_data.csv","urban_269","Mcav","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.5
"19","Sample 5","UrbanPopgen_Plate02_6-29-23_data.csv",21.877319335,NA,30.29388428,22.3626318,0.164023395172902,NA,NA,0.0398338281422441,2,0,1,2,0,0,2.143027013481,0,0,0,0,0,0,0.466629675552089,0,0,"Sample 5_UrbanPopgen_Plate02_6-29-23_data.csv","urban_270","Mcav","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.3
"20","Sample 6","UrbanPopgen_Plate02_6-29-23_data.csv",21.00858498,38.746145245,29.17346096,20.4626112,0.31250168415752,0.715503780279156,1.69447189855743,0.0596543140616146,2,2,2,2,4.11817520817161e-05,0.00136345903006811,4.3800164274241,24282.5996819106,33.1083298098301,106358.185507332,733.428711789047,0.0302038793785089,3212.42980598052,0.228309645995575,9.40219123925414e-06,0.000311290848484321,"Sample 6_UrbanPopgen_Plate02_6-29-23_data.csv","urban_112","Mcav","Miami urban","MacArthur North","22-Oct","Fall","Wet",0.9
"21","Sample 7","UrbanPopgen_Plate02_6-29-23_data.csv",20.20188713,38.46490097,30.32487488,21.305727005,0.358985950571772,1.39107527486786,NA,0.0608047555814018,2,2,1,2,2.8610637338199e-05,0,1.39582940133101,34952.0350832893,0,48787.078205608,0,0,0,0.716419928571816,2.04972307582267e-05,0,"Sample 7_UrbanPopgen_Plate02_6-29-23_data.csv","urban_115","Mcav","Miami urban","MacArthur North","22-Oct","Fall","Wet",0.9
"22","Sample 8","UrbanPopgen_Plate02_6-29-23_data.csv",23.871334075,33.76718903,NA,21.642217635,0.00137566917172857,NA,NA,0.148623952981542,2,1,0,2,0,0,14.0654025777373,0,0,0,0,0,0,0.0710964364136155,0,0,"Sample 8_UrbanPopgen_Plate02_6-29-23_data.csv","M1","Mcav","Miami urban","MacArthur North","22-Oct","Fall","Wet",0.9
"23","Sample 9","UrbanPopgen_Plate02_6-29-23_data.csv",20.42871857,34.78605652,30.822284695,21.6329031,0.0189654099731531,3.50073207591959,2.8139744631795,0.0940677161777245,2,2,2,2,0.000428798372773592,0.000290897177807511,1.30204379095231,2332.09840217375,0.678400843561749,3036.49424444014,3437.64077581292,1.47405477084873,4475.95882767171,0.768023323753652,0.000329327151477732,0.000223415817370281,"Sample 9_UrbanPopgen_Plate02_6-29-23_data.csv","urban_177","Mcav","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.3
"24","Sample 1","UrbanPopgen_Plate03_6-30-23_data.csv",21.669774055,30.760849955,37.29169083,22.82538891,0.365447570120002,0.221166433643269,NA,0.519773816032796,2,2,1,2,0.0165027367035918,0,1.34662452582575,60.5960101019096,0,81.6000733704163,0,0,0,0.742597495309096,0.0122548909418327,0,"Sample 1_UrbanPopgen_Plate03_6-30-23_data.csv","urban_189","Mcav","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.1
"25","Sample 10","UrbanPopgen_Plate03_6-30-23_data.csv",21.026177405,28.55430603,30.67761135,20.444241525,0.874306358599184,0.389242667901084,0.244045757432036,0.234591379143112,2,2,2,2,0.0487584602027206,0.000486568012787141,4.49056937439571,20.5092612818852,0.00997915050565914,92.0982606039136,2055.21113949073,100.208930553047,9229.06820091399,0.222688910163996,0.0108579683638184,0.00010835330048823,"Sample 10_UrbanPopgen_Plate03_6-30-23_data.csv","urban_005","Mcav","Miami urban","Star Island","22-Jul","Summer","Wet",2.4
"26","Sample 11","UrbanPopgen_Plate03_6-30-23_data.csv",25.0876646,32.015563965,31.796128275,20.563129425,3.11651870499969,0.275496078079058,0.071420365839592,0.140877018366085,2,2,2,2,0.0739157509737488,0.00374167345111497,69.0465619969041,13.5289161893945,0.0506207865282168,934.125150421945,267.26009446442,19.7547305876526,18453.390681736,0.0144829803407857,0.00107052036822721,5.41905830341377e-05,"Sample 11_UrbanPopgen_Plate03_6-30-23_data.csv","urban_006","Mcav","Miami urban","Star Island","22-Jul","Summer","Wet",2.4
"27","Sample 12","UrbanPopgen_Plate03_6-30-23_data.csv",22.940249445,33.63453293,NA,20.151465415,0.311941973784873,NA,NA,0.35706135440581,2,1,0,2,0,0,20.7314127936087,0,0,0,0,0,0,0.0482359793785153,0,0,"Sample 12_UrbanPopgen_Plate03_6-30-23_data.csv","urban_009","Mcav","Miami urban","Star Island","22-Jul","Summer","Wet",2.4
"28","Sample 2","UrbanPopgen_Plate03_6-30-23_data.csv",20.94173622,33.95014572,31.69021416,21.46654987,1.13478467658523,1.37053728769761,NA,0.0862992148054387,2,2,1,2,0.00109224748670806,0,2.08514664654386,915.543420487896,0,1909.04229299563,0,0,0,0.479582575958148,0.000523822863259263,0,"Sample 2_UrbanPopgen_Plate03_6-30-23_data.csv","urban_191","Mcav","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.1
"29","Sample 3","UrbanPopgen_Plate03_6-30-23_data.csv",21.871463775,34.88586998,35.706674575,21.9437418,1.785084245525,3.61907502245389,3.3645215521874,0.355326927537576,2,2,2,2,0.0010877168742117,2.6773258197386e-05,2.85340488994523,919.356887539993,0.0246141793256534,2623.29743851144,37350.7024295472,40.6269892962785,106576.676955359,0.350458500833086,0.000381199625067083,9.38291593027302e-06,"Sample 3_UrbanPopgen_Plate03_6-30-23_data.csv","urban_193","Mcav","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.1
"30","Sample 4","UrbanPopgen_Plate03_6-30-23_data.csv",21.04648018,35.579629895,NA,20.701392175,1.57464402778264,4.49249799255133,NA,0.124952931227356,2,2,0,2,0.00037960201908141,0,3.81068539392711,2634.33793745322,0,10038.633100921,0,0,0,0.26241998397287,9.96151557634126e-05,0,"Sample 4_UrbanPopgen_Plate03_6-30-23_data.csv","urban_199","Mcav","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.1
"31","Sample 5","UrbanPopgen_Plate03_6-30-23_data.csv",20.177453995,23.35095215,32.29434204,21.97642803,0.721777924606488,NA,NA,0.248852527909187,2,1,1,2,0,0,0.862136652248148,0,0,0,0,0,0,1.15990892788557,0,0,"Sample 5_UrbanPopgen_Plate03_6-30-23_data.csv","urban_201","Mcav","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.1
"32","Sample 6","UrbanPopgen_Plate03_6-30-23_data.csv",21.3655653,38.76347733,31.44673061,22.293961525,1.18448019773556,NA,1.565571324521,0.0219770555359748,2,1,2,2,0,0.000361228097556105,1.57632637836618,0,0,0,2768.33393295128,0,4363.79780263731,0.634386389598118,0,0.000229158188630014,"Sample 6_UrbanPopgen_Plate03_6-30-23_data.csv","urban_205","Mcav","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.1
"33","Sample 7","UrbanPopgen_Plate03_6-30-23_data.csv",22.41695118,NA,31.77545738,21.66415596,2.20266713803314,NA,NA,0.182271296824118,2,0,1,2,0,0,5.05516338265494,0,0,0,0,0,0,0.197817543035534,0,0,"Sample 7_UrbanPopgen_Plate03_6-30-23_data.csv","urban_209","Mcav","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.1
"34","Sample 8","UrbanPopgen_Plate03_6-30-23_data.csv",22.916304585,NA,34.22299957,23.226805685,3.13369573585721,NA,NA,0.106081934151626,2,0,1,2,0,0,2.41908489632968,0,0,0,0,0,0,0.413379456635537,0,0,"Sample 8_UrbanPopgen_Plate03_6-30-23_data.csv","urban_210","Mcav","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.1
"35","Sample 9","UrbanPopgen_Plate03_6-30-23_data.csv",21.709516525,32.14741707,18.293522835,21.61854458,1.25094274094741,0.569639269084786,0.0430572239017579,0.00854940181715658,2,2,2,2,0.00648815704895839,4.17668035028971,3.1952624737219,154.126972028296,643.739095520234,492.476129910399,0.239424594685738,0.00155342437170428,0.765024422685416,0.312963335007399,0.00203055526809378,1.30714781168654,"Sample 9_UrbanPopgen_Plate03_6-30-23_data.csv","urban_002","Mcav","Miami urban","Star Island","22-Jul","Summer","Wet",2.4
"36","Sample 1","UrbanPopgen_Plate04_6-30-23_data.csv",21.59481335,32.140210155,NA,21.12537193,1.07393002047828,0.740639488877758,NA,0.455636430836324,2,2,0,2,0.00602229124895174,0,4.1537198633758,166.04975725378,0,689.724175013757,0,0,0,0.240748060266944,0.00144985493654772,0,"Sample 1_UrbanPopgen_Plate04_6-30-23_data.csv","urban_010","Mcav","Miami urban","Star Island","22-Jul","Summer","Wet",2.4
"37","Sample 10","UrbanPopgen_Plate04_6-30-23_data.csv",20.95585632,34.136528015,32.9228096,22.498952865,2.06591578367937,1.01540322353461,1.7474393583478,0.141896638060286,2,2,2,2,0.000969315073242447,9.77468519710122e-05,1.02944443082331,1031.6562979413,0.10084115543983,1062.03283043947,10230.5085006375,9.91658609660296,10531.7400004719,0.971397746258372,0.000941590477561982,9.49510717084919e-05,"Sample 10_UrbanPopgen_Plate04_6-30-23_data.csv","M2","Mcav","Miami urban","Star Island","22-Oct","Fall","Wet",2.4
"38","Sample 11","UrbanPopgen_Plate04_6-30-23_data.csv",30.96299171,33.359054565,NA,21.04282188,NA,0.909859418856667,NA,0.142125917434082,1,2,0,2,0,0,0,0,0,1699.94244240088,0,0,0,0,0.00058825521091624,0,"Sample 11_UrbanPopgen_Plate04_6-30-23_data.csv","urban_134","Mcav","Miami urban","Star Island","22-Oct","Fall","Wet",2.4
"39","Sample 2","UrbanPopgen_Plate04_6-30-23_data.csv",21.40739441,36.00469208,NA,21.624019625,1.68304437415094,NA,NA,0.20589780620643,2,1,0,2,0,0,2.58172848916366,0,0,0,0,0,0,0.387337399806882,0,0,"Sample 2_UrbanPopgen_Plate04_6-30-23_data.csv","urban_012","Mcav","Miami urban","Star Island","22-Jul","Summer","Wet",2.4
"40","Sample 3","UrbanPopgen_Plate04_6-30-23_data.csv",25.34542465,30.72720718,32.18673706,20.615596775,3.43976008251337,0.010366100559381,0.246445098019822,0.0376260074261419,2,2,2,2,0.215856205185391,0.00341251389421608,79.6051783002929,4.63271370466805,0.015809199885105,368.788000474311,293.039099912505,63.2543080780561,23327.4297974923,0.0125619968619092,0.00271158497216251,4.28679888303639e-05,"Sample 3_UrbanPopgen_Plate04_6-30-23_data.csv","urban_015","Mcav","Miami urban","Star Island","22-Jul","Summer","Wet",2.4
"41","Sample 4","UrbanPopgen_Plate04_6-30-23_data.csv",26.1758728,28.39775467,23.32327175,27.669442175,NA,NA,0.0866229000055919,0.0303470785048799,1,1,2,2,0,0,0,0,0,0,0,0,0.376945807307868,0,0,2.65290124100852,"Sample 4_UrbanPopgen_Plate04_6-30-23_data.csv","urban_031","Mcav","Miami urban","Star Island","22-Jul","Summer","Wet",2.4
"42","Sample 5","UrbanPopgen_Plate04_6-30-23_data.csv",21.68590641,32.62858963,28.422161105,21.536044125,2.43097223182549,NA,0.246828130692122,0.10205201946856,2,1,2,2,0,0.00367028637741843,3.32839068363503,0,0,0,272.458303567955,0,906.847679274586,0.300445499056581,0,0.00110272102234405,"Sample 5_UrbanPopgen_Plate04_6-30-23_data.csv","urban_072","Mcav","Miami urban","Star Island","22-Sep","Fall","Wet",5
"43","Sample 6","UrbanPopgen_Plate04_6-30-23_data.csv",21.554226875,NA,27.397125245,20.806465145,2.98149503171546,NA,0.328537713370779,0.22750666417037,2,0,2,2,0,0.00681752913252007,5.0375569053089,0,0,0,146.680708004596,0,738.912413484149,0.198508923828957,0,0.00135334037126912,"Sample 6_UrbanPopgen_Plate04_6-30-23_data.csv","urban_073","Mcav","Miami urban","Star Island","22-Sep","Fall","Wet",5
"44","Sample 7","UrbanPopgen_Plate04_6-30-23_data.csv",24.971769335,NA,19.467578885,NA,7.55596022715904,NA,0.125771591174342,NA,2,0,2,0,0,17.7599239078963,0,0,0,0,0.0563065475497554,0,0,0,0,0,"Sample 7_UrbanPopgen_Plate04_6-30-23_data.csv","urban_074","Mcav","Miami urban","Star Island","22-Sep","Fall","Wet",5
"45","Sample 8","UrbanPopgen_Plate04_6-30-23_data.csv",21.42833233,NA,26.933520315,21.29322624,2.63199314377528,NA,0.533727458201868,0.0369597502037047,2,0,2,2,0,0.0086156482183131,3.29452069827637,0,0,0,116.067877269459,0,382.388024069235,0.303534289683832,0,0.00261514466211144,"Sample 8_UrbanPopgen_Plate04_6-30-23_data.csv","urban_075","Mcav","Miami urban","Star Island","22-Sep","Fall","Wet",5
"46","Sample 9","UrbanPopgen_Plate04_6-30-23_data.csv",30.971270565,29.154933925,NA,22.82356262,2.25300867900984,0.991393681479995,NA,0.0012003420453369,2,2,0,2,31.6967197718358,0,850.796592931125,0.0315490059286372,0,26.8417867544484,0,0,0,0.00117536906977359,0.037255344033097,0,"Sample 9_UrbanPopgen_Plate04_6-30-23_data.csv","urban_131","Mcav","Miami urban","Star Island","22-Oct","Fall","Wet",2.4
"47","Sample 1","UrbanPopgen_Plate05_6-30-23_data.csv",22.22978115,38.61701584,32.59759617,23.070630075,1.03927385446205,NA,2.47993810363045,0.461580151235875,2,1,2,2,0,0.00029613610703155,1.67494482934066,0,0,0,3376.82564285706,0,5655.99665008837,0.597034590323581,0,0.000176803499341601,"Sample 1_UrbanPopgen_Plate05_6-30-23_data.csv","urban_135","Mcav","Miami urban","Star Island","22-Oct","Fall","Wet",2.4
"48","Sample 10","UrbanPopgen_Plate05_6-30-23_data.csv",28.43814659,23.531188965,33.98338318,22.08604717,0.75233675330806,0.206752882152647,NA,0.306007700331918,2,2,1,2,270.012544824527,0,245.072011605477,0.00370353162905772,0,0.907631946377685,0,0,0,0.00408043331202514,1.10176818256668,0,"Sample 10_UrbanPopgen_Plate05_6-30-23_data.csv","nmfs_014","Ofav","Miami reef","Emerald Reef","21-Jan","Winter","Dry",6.7
"49","Sample 11","UrbanPopgen_Plate05_6-30-23_data.csv",30.69681072,21.646972655,37.6115303,NA,2.96718803414569,0.24401743780545,NA,NA,2,2,1,0,4769.96533526073,0,0,0.000209645129411688,0,0,0,0,0,0,0,0,"Sample 11_UrbanPopgen_Plate05_6-30-23_data.csv","nmfs_015","Ofav","Miami reef","Emerald Reef","21-Jan","Winter","Dry",6.4
"50","Sample 12","UrbanPopgen_Plate05_6-30-23_data.csv",29.403448105,21.52724266,34.27293396,21.227490425,0.0438408113523959,0.125094543502425,NA,0.0784929468599699,2,2,1,2,2114.54338604434,0,867.620409649289,0.000472915337940024,0,0.410310999232955,0,0,0,0.00115257777350376,2.43717570786409,0,"Sample 12_UrbanPopgen_Plate05_6-30-23_data.csv","nmfs_017","Ofav","Miami reef","Emerald Reef","21-Jan","Winter","Dry",6.4
"51","Sample 2","UrbanPopgen_Plate05_6-30-23_data.csv",20.802167895,34.905094145,31.31174564,20.749423985,0.562758207936092,3.97002543277746,0.684037281028979,1.04273865647666,2,2,2,2,0.000511491806897733,0.000268421024985036,3.1117074075206,1955.06552893806,0.524780693190466,6083.59188858473,3725.4905797925,1.90555790823855,11592.6366337885,0.321366976079798,0.000164376575272316,8.62616531156808e-05,"Sample 2_UrbanPopgen_Plate05_6-30-23_data.csv","urban_147 rex","Mcav","Miami urban","Star Island","22-Oct","Fall","Wet",2.4
"52","Sample 3","UrbanPopgen_Plate05_6-30-23_data.csv",20.94876766,35.2431221,NA,21.123518945,0.636813932464897,3.67228121563573,NA,0.0149692172124807,2,2,0,2,0.000447932995355227,0,2.65776070539751,2232.47675516059,0,5933.38899557916,0,0,0,0.376256597506747,0.000168537744743363,0,"Sample 3_UrbanPopgen_Plate05_6-30-23_data.csv","urban_154","Mcav","Miami urban","Star Island","22-Oct","Fall","Wet",2.4
"53","Sample 4","UrbanPopgen_Plate05_6-30-23_data.csv",21.62114906,NA,NA,24.42951393,0.132714693872018,NA,NA,0.702933903654462,2,0,0,2,0,0,0.428271515315935,0,0,0,0,0,0,2.33496733786346,0,0,"Sample 4_UrbanPopgen_Plate05_6-30-23_data.csv","urban_157 rex","Mcav","Miami urban","Star Island","22-Oct","Fall","Wet",2.4
"54","Sample 5","UrbanPopgen_Plate05_6-30-23_data.csv",20.6298008,33.83777618,32.348978045,22.157696725,0.285276842716038,NA,1.1031900495863,0.252356447070931,2,1,2,2,0,0.000116062199909698,1.04034827413035,0,0,0,8616.06966590366,0,8963.71320670978,0.961216570322009,0,0.000111560909741228,"Sample 5_UrbanPopgen_Plate05_6-30-23_data.csv","urban_158 rex","Mcav","Miami urban","Star Island","22-Oct","Fall","Wet",2.4
"55","Sample 6","UrbanPopgen_Plate05_6-30-23_data.csv",20.810113905,32.72408295,NA,23.18557739,0.0830744755430425,NA,NA,0.073026664959075,2,1,0,2,0,0,0.578143293455205,0,0,0,0,0,0,1.72967499808502,0,0,"Sample 6_UrbanPopgen_Plate05_6-30-23_data.csv","urban_162 rex","Mcav","Miami urban","Star Island","22-Oct","Fall","Wet",2.4
"56","Sample 7","UrbanPopgen_Plate05_6-30-23_data.csv",20.7213974,NA,31.880465505,20.564484595,0.269718244930371,NA,1.07222796495849,0.0720380660393644,2,0,2,2,0,0.000171119873360986,3.344696500068,0,0,0,5843.85659221739,0,19545.9266908888,0.298980789431768,0,5.11615548249316e-05,"Sample 7_UrbanPopgen_Plate05_6-30-23_data.csv","urban_163 rex","Mcav","Miami urban","Star Island","22-Oct","Fall","Wet",2.4
"57","Sample 8","UrbanPopgen_Plate05_6-30-23_data.csv",30.850007055,21.864541055,21.23754692,24.998428345,0.541487870272576,0.0982055282845314,0.102385144544244,0.0117633506300734,2,2,2,2,4561.81112985226,306.304590977791,173.229546491099,0.000219211179843911,0.0671453907798482,0.0379738532701395,0.00326472416494895,14.8930550315618,0.565546686512639,0.00577268728260155,26.3339090949284,1.76820061693996,"Sample 8_UrbanPopgen_Plate05_6-30-23_data.csv","nmfs_011","Ofav","Miami reef","Emerald Reef","21-Jan","Winter","Dry",6.1
"58","Sample 9","UrbanPopgen_Plate05_6-30-23_data.csv",27.860961915,22.13788414,34.23144722,26.371614455,0.498169009790713,0.00463682443335939,0.156257587877454,0.370609039500733,2,2,2,2,475.40154328243,0.00472941592801451,8.42285868100118,0.00210348496787675,9.94825531141539e-06,0.0177173566220362,211.442599936398,100520.138325413,1780.95113840775,0.118724537342129,56.4418282779406,0.000561497717952018,"Sample 9_UrbanPopgen_Plate05_6-30-23_data.csv","nmfs_012","Ofav","Miami reef","Emerald Reef","21-Jan","Winter","Dry",6.7
