ID,Sample.Plate,Species,Region,Site,CollectionDate,Season,Rain,Depth
urban_308,Sample 5_UrbanPopgen_Plate33_7-17-23_data.csv,Dlab,Miami reef,Rainbow Reef,Jun-23,Summer,Wet,6.1
urban_309,Sample 6_UrbanPopgen_Plate33_7-17-23_data.csv,Dlab,Miami reef,Rainbow Reef,Jun-23,Summer,Wet,4.9
urban_310,Sample 7_UrbanPopgen_Plate33_7-17-23_data.csv,Dlab,Miami reef,Rainbow Reef,Jun-23,Summer,Wet,4.9
urban_318,Sample 8_UrbanPopgen_Plate33_7-17-23_data.csv,Dlab,Miami reef,Rainbow Reef,Jun-23,Summer,Wet,5.5
urban_320,Sample 9_UrbanPopgen_Plate33_7-17-23_data.csv,Dlab,Miami reef,Rainbow Reef,Jun-23,Summer,Wet,5.8
urban_213,Sample 10_UrbanPopgen_Plate33_7-17-23_data.csv,Dlab,Miami urban,Belle Isle,Apr-23,Spring,Dry,0.6
urban_214,Sample 11_UrbanPopgen_Plate33_7-17-23_data.csv,Dlab,Miami urban,Belle Isle,Apr-23,Spring,Dry,0.6
urban_222,Sample 12_UrbanPopgen_Plate33_7-17-23_data.csv,Dlab,Miami urban,Belle Isle,Apr-23,Spring,Dry,0.6
urban_088,Sample 2_UrbanPopgen_Plate32_7-13-23_data.csv,Ofav,Miami reef,Emerald Reef,Oct-22,Fall,Wet,7.3
urban_089,Sample 3_UrbanPopgen_Plate32_7-13-23_data.csv,Ofav,Miami reef,Emerald Reef,Oct-22,Fall,Wet,7.3
urban_158b,Sample 4_UrbanPopgen_Plate32_7-13-23_data.csv,Ofav,Miami reef,Emerald Reef,Jan-23,Winter,Dry,7.3
urban_159b,Sample 5_UrbanPopgen_Plate32_7-13-23_data.csv,Ofav,Miami reef,Emerald Reef,Jan-23,Winter,Dry,7.3
urban_161b,Sample 6_UrbanPopgen_Plate32_7-13-23_data.csv,Ofav,Miami reef,Emerald Reef,Jan-23,Winter,Dry,7.3
urban_163b,Sample 7_UrbanPopgen_Plate32_7-13-23_data.csv,Ofav,Miami reef,Emerald Reef,Jan-23,Winter,Dry,7.3
urban_166,Sample 8_UrbanPopgen_Plate32_7-13-23_data.csv,Ofav,Miami reef,Emerald Reef,Jan-23,Winter,Dry,7.5
nmfs_001 cc5,Sample 9_UrbanPopgen_Plate32_7-13-23_data.csv,Ofav,Miami reef,Rainbow Reef,Jan-21,Winter,Dry,7
nmfs_002,Sample 10_UrbanPopgen_Plate32_7-13-23_data.csv,Ofav,Miami reef,Rainbow Reef,Jan-21,Winter,Dry,6.7
nmfs_003,Sample 11_UrbanPopgen_Plate32_7-13-23_data.csv,Ofav,Miami reef,Rainbow Reef,Jan-21,Winter,Dry,6.4
nmfs_004,Sample 12_UrbanPopgen_Plate32_7-13-23_data.csv,Ofav,Miami reef,Rainbow Reef,Jan-21,Winter,Dry,7
OS3 rex2,Sample 1_UrbanPopgen_Plate33_7-17-23_data.csv,Dlab,Miami reef,Emerald Reef,Jun-22,Summer,Wet,9.1
OS4 rex2,Sample 2_UrbanPopgen_Plate33_7-17-23_data.csv,Dlab,Miami reef,Emerald Reef,Jun-22,Summer,Wet,9.1
urban_326,Sample 3_UrbanPopgen_Plate33_7-17-23_data.csv,Dlab,Miami reef,Emerald Reef,Jun-23,Summer,Wet,8.2
urban_307,Sample 4_UrbanPopgen_Plate33_7-17-23_data.csv,Dlab,Miami reef,Rainbow Reef,Jun-23,Summer,Wet,6.1
urban_308,Sample 5_UrbanPopgen_Plate33_7-17-23_data.csv,Dlab,Miami reef,Rainbow Reef,Jun-23,Summer,Wet,6.1
urban_309,Sample 6_UrbanPopgen_Plate33_7-17-23_data.csv,Dlab,Miami reef,Rainbow Reef,Jun-23,Summer,Wet,4.9
urban_310,Sample 7_UrbanPopgen_Plate33_7-17-23_data.csv,Dlab,Miami reef,Rainbow Reef,Jun-23,Summer,Wet,4.9
urban_318,Sample 8_UrbanPopgen_Plate33_7-17-23_data.csv,Dlab,Miami reef,Rainbow Reef,Jun-23,Summer,Wet,5.5
urban_320,Sample 9_UrbanPopgen_Plate33_7-17-23_data.csv,Dlab,Miami reef,Rainbow Reef,Jun-23,Summer,Wet,5.8
urban_213,Sample 10_UrbanPopgen_Plate33_7-17-23_data.csv,Dlab,Miami urban,Belle Isle,Apr-23,Spring,Dry,0.6
urban_214,Sample 11_UrbanPopgen_Plate33_7-17-23_data.csv,Dlab,Miami urban,Belle Isle,Apr-23,Spring,Dry,0.6
C2,Sample 1_UrbanPopgen_Plate35_1-11-24_data.csv,Cnat,Miami urban,Star Island,Oct-24,Fall,Wet,2.4
urban_130,Sample 2_UrbanPopgen_Plate35_1-11-24_data.csv,Cnat,Miami urban,Star Island,Oct-24,Fall,Wet,2.4
OS3 rex2,Sample 3_UrbanPopgen_Plate35_1-11-24_data.csv,Dlab,Miami reef,Emerald Reef,Jun-24,Summer,Wet,9.1
urban_332,Sample 4_UrbanPopgen_Plate35_1-11-24_data.csv,Dlab,Miami reef,Emerald Reef,Jul-24,Summer,Wet,5.8
urban_333,Sample 5_UrbanPopgen_Plate35_1-11-24_data.csv,Dlab,Miami reef,Emerald Reef,Jul-24,Summer,Wet,6.7
urban_335,Sample 6_UrbanPopgen_Plate35_1-11-24_data.csv,Dlab,Miami reef,Emerald Reef,Jul-24,Summer,Wet,6.7
urban_307,Sample 7_UrbanPopgen_Plate35_1-11-24_data.csv,Dlab,Miami reef,Rainbow Reef,Jun-24,Summer,Wet,6.1
urban_308,Sample 8_UrbanPopgen_Plate35_1-11-24_data.csv,Dlab,Miami reef,Rainbow Reef,Jun-24,Summer,Wet,6.1
urban_309,Sample 9_UrbanPopgen_Plate35_1-11-24_data.csv,Dlab,Miami reef,Rainbow Reef,Jun-24,Summer,Wet,4.9
urban_320,Sample 10_UrbanPopgen_Plate35_1-11-24_data.csv,Dlab,Miami reef,Rainbow Reef,Jun-24,Summer,Wet,5.8
urban_214,Sample 11_UrbanPopgen_Plate35_1-11-24_data.csv,Dlab,Miami urban,Belle Isle,Apr-24,Spring,Dry,0.6
urban_083,Sample 12_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami reef,Emerald Reef,Oct-24,Fall,Wet,8.2
urban_157b rex,Sample 13_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami reef,Emerald Reef,Jan-24,Winter,Dry,6.6
urban_162b,Sample 14_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami reef,Emerald Reef,Jan-24,Winter,Dry,7.3
urban_164,Sample 15_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami reef,Emerald Reef,Jan-24,Winter,Dry,7.5
urban_165,Sample 16_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami reef,Emerald Reef,Jan-24,Winter,Dry,7.5
urban_167,Sample 17_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami reef,Emerald Reef,Jan-24,Winter,Dry,7.5
urban_168,Sample 18_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami reef,Emerald Reef,Jan-24,Winter,Dry,7.5
urban_169,Sample 19_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami reef,Emerald Reef,Jan-24,Winter,Dry,7.5
urban_170,Sample 20_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami reef,Emerald Reef,Jan-24,Winter,Dry,7.5
urban_172,Sample 21_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami reef,Emerald Reef,Jan-24,Winter,Dry,7.5
urban_313,Sample 22_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami reef,Rainbow Reef,Jun-24,Summer,Wet,4.6
urban_316,Sample 23_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami reef,Rainbow Reef,Jun-24,Summer,Wet,5.2
urban_255,Sample 24_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami urban,Belle Isle,Apr-24,Spring,Dry,0.6
urban_269,Sample 25_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami urban,Belle Isle,Apr-24,Spring,Dry,0.5
urban_270,Sample 26_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami urban,Belle Isle,Apr-24,Spring,Dry,0.3
M1,Sample 27_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami urban,MacArthur North,Oct-24,Fall,Wet,0.9
urban_112,Sample 28_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami urban,MacArthur North,Oct-24,Fall,Wet,0.9
urban_115,Sample 29_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami urban,MacArthur North,Oct-24,Fall,Wet,0.9
urban_177,Sample 30_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami urban,MacArthur North,Jan-24,Winter,Dry,1.3
urban_178,Sample 31_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami urban,MacArthur North,Jan-24,Winter,Dry,1.5
urban_179,Sample 32_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami urban,MacArthur North,Jan-24,Winter,Dry,1.5
urban_189,Sample 33_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami urban,MacArthur North,Jan-24,Winter,Dry,1.1
urban_191,Sample 34_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami urban,MacArthur North,Jan-24,Winter,Dry,1.1
urban_193,Sample 35_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami urban,MacArthur North,Jan-24,Winter,Dry,1.1
urban_201,Sample 36_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami urban,MacArthur North,Jan-24,Winter,Dry,1.1
urban_205,Sample 37_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami urban,MacArthur North,Jan-24,Winter,Dry,1.1
urban_209,Sample 38_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami urban,MacArthur North,Jan-24,Winter,Dry,1.1
urban_210,Sample 39_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami urban,MacArthur North,Jan-24,Winter,Dry,1.1
M2,Sample 40_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami urban,Star Island,Oct-24,Fall,Wet,2.4
urban_002,Sample 41_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami urban,Star Island,Jul-24,Summer,Wet,2.4
urban_005,Sample 42_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami urban,Star Island,Jul-24,Summer,Wet,2.4
urban_010,Sample 43_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami urban,Star Island,Jul-24,Summer,Wet,2.4
urban_012,Sample 44_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami urban,Star Island,Jul-24,Summer,Wet,2.4
urban_072,Sample 45_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami urban,Star Island,Sep-24,Fall,Wet,5
urban_073,Sample 46_UrbanPopgen_Plate35_1-11-24_data.csv,Mcav,Miami urban,Star Island,Sep-24,Fall,Wet,5
urban_075,Sample 1_UrbanPopgen_Plate36_1-11-24_data.csv,Mcav,Miami urban,Star Island,Sep-24,Fall,Wet,5
urban_135,Sample 2_UrbanPopgen_Plate36_1-11-24_data.csv,Mcav,Miami urban,Star Island,Oct-24,Fall,Wet,2.4
urban_147 rex,Sample 3_UrbanPopgen_Plate36_1-11-24_data.csv,Mcav,Miami urban,Star Island,Oct-24,Fall,Wet,2.4
urban_154,Sample 4_UrbanPopgen_Plate36_1-11-24_data.csv,Mcav,Miami urban,Star Island,Oct-24,Fall,Wet,2.4
urban_157 rex,Sample 5_UrbanPopgen_Plate36_1-11-24_data.csv,Mcav,Miami urban,Star Island,Oct-24,Fall,Wet,2.4
urban_158 rex,Sample 6_UrbanPopgen_Plate36_1-11-24_data.csv,Mcav,Miami urban,Star Island,Oct-24,Fall,Wet,2.4
urban_162 rex,Sample 7_UrbanPopgen_Plate36_1-11-24_data.csv,Mcav,Miami urban,Star Island,Oct-24,Fall,Wet,2.4
urban_163 rex,Sample 8_UrbanPopgen_Plate36_1-11-24_data.csv,Mcav,Miami urban,Star Island,Oct-24,Fall,Wet,2.4
urban_077,Sample 9_UrbanPopgen_Plate36_1-11-24_data.csv,Ofav,Miami reef,Emerald Reef,Oct-24,Fall,Wet,7.6
urban_081,Sample 10_UrbanPopgen_Plate36_1-11-24_data.csv,Ofav,Miami reef,Emerald Reef,Oct-24,Fall,Wet,7.6
urban_082,Sample 11_UrbanPopgen_Plate36_1-11-24_data.csv,Ofav,Miami reef,Emerald Reef,Oct-24,Fall,Wet,7.6
urban_089,Sample 12_UrbanPopgen_Plate36_1-11-24_data.csv,Ofav,Miami reef,Emerald Reef,Oct-24,Fall,Wet,7.3
urban_159b,Sample 13_UrbanPopgen_Plate36_1-11-24_data.csv,Ofav,Miami reef,Emerald Reef,Jan-24,Winter,Dry,7.3
urban_094,Sample 14_UrbanPopgen_Plate36_1-11-24_data.csv,Ofav,Miami reef,Rainbow Reef,Oct-24,Fall,Wet,7.9
urban_096,Sample 15_UrbanPopgen_Plate36_1-11-24_data.csv,Ofav,Miami reef,Rainbow Reef,Oct-24,Fall,Wet,7.9
urban_097,Sample 16_UrbanPopgen_Plate36_1-11-24_data.csv,Ofav,Miami reef,Rainbow Reef,Oct-24,Fall,Wet,7.6
urban_099,Sample 17_UrbanPopgen_Plate36_1-11-24_data.csv,Ofav,Miami reef,Rainbow Reef,Oct-24,Fall,Wet,7.3
urban_100,Sample 18_UrbanPopgen_Plate36_1-11-24_data.csv,Ofav,Miami reef,Rainbow Reef,Oct-24,Fall,Wet,8.5
urban_105,Sample 19_UrbanPopgen_Plate36_1-11-24_data.csv,Ofav,Miami reef,Rainbow Reef,Oct-24,Fall,Wet,8.2
urban_106,Sample 20_UrbanPopgen_Plate36_1-11-24_data.csv,Ofav,Miami reef,Rainbow Reef,Oct-24,Fall,Wet,8.5
nmfs_056,Sample 21_UrbanPopgen_Plate36_1-11-24_data.csv,Ofav,Miami urban,Star Island,Feb-24,Winter,Dry,1.5
OS24,Sample 22_UrbanPopgen_Plate36_1-11-24_data.csv,Pseu,Miami reef,Emerald Reef,Jul-24,Summer,Wet,6.1
OS6 rex,Sample 23_UrbanPopgen_Plate36_1-11-24_data.csv,Pseu,Miami reef,Emerald Reef,Jun-24,Summer,Wet,6.7
nmfs_023,Sample 24_UrbanPopgen_Plate36_1-11-24_data.csv,Pseu,Miami reef,Emerald Reef,Jan-24,Winter,Dry,7.6
urban_078,Sample 25_UrbanPopgen_Plate36_1-11-24_data.csv,Pseu,Miami reef,Emerald Reef,Oct-24,Fall,Wet,7.9
urban_324,Sample 26_UrbanPopgen_Plate36_1-11-24_data.csv,Pseu,Miami reef,Emerald Reef,Jun-24,Summer,Wet,7.9
OS15 rex,Sample 27_UrbanPopgen_Plate36_1-11-24_data.csv,Pseu,Miami reef,Rainbow Reef,Jun-24,Summer,Wet,8.2
OS19 rex2,Sample 28_UrbanPopgen_Plate36_1-11-24_data.csv,Pseu,Miami reef,Rainbow Reef,Jun-24,Summer,Wet,6.7
nmfs_010,Sample 29_UrbanPopgen_Plate36_1-11-24_data.csv,Pseu,Miami reef,Rainbow Reef,Jan-24,Winter,Dry,7.6
urban_107,Sample 30_UrbanPopgen_Plate36_1-11-24_data.csv,Pseu,Miami reef,Rainbow Reef,Oct-24,Fall,Wet,5.5
urban_109,Sample 31_UrbanPopgen_Plate36_1-11-24_data.csv,Pseu,Miami reef,Rainbow Reef,Oct-24,Fall,Wet,6.7
urban_110,Sample 32_UrbanPopgen_Plate36_1-11-24_data.csv,Pseu,Miami reef,Rainbow Reef,Oct-24,Fall,Wet,6.1
urban_317,Sample 33_UrbanPopgen_Plate36_1-11-24_data.csv,Pseu,Miami reef,Rainbow Reef,Jun-24,Summer,Wet,5.5
UR3 rex,Sample 34_UrbanPopgen_Plate36_1-11-24_data.csv,Pseu,Miami urban,MacArthur North,Jun-24,Summer,Wet,0.3
nmfs_027,Sample 35_UrbanPopgen_Plate36_1-11-24_data.csv,Pseu,Miami urban,MacArthur North,Jan-24,Winter,Dry,0.9
urban_123,Sample 36_UrbanPopgen_Plate36_1-11-24_data.csv,Pseu,Miami urban,MacArthur North,Oct-24,Fall,Wet,0.9
urban_125,Sample 37_UrbanPopgen_Plate36_1-11-24_data.csv,Pseu,Miami urban,MacArthur North,Oct-24,Fall,Wet,0.9
urban_127,Sample 38_UrbanPopgen_Plate36_1-11-24_data.csv,Pseu,Miami urban,MacArthur North,Oct-24,Fall,Wet,0.9
UR21,Sample 39_UrbanPopgen_Plate36_1-11-24_data.csv,Pseu,Miami urban,Star Island,Jun-24,Summer,Wet,1.5
UR23 rex2,Sample 40_UrbanPopgen_Plate36_1-11-24_data.csv,Pseu,Miami urban,Star Island,Jun-24,Summer,Wet,0.9
UR25 rex,Sample 41_UrbanPopgen_Plate36_1-11-24_data.csv,Pseu,Miami urban,Star Island,Jun-24,Summer,Wet,0.3
urban_018,Sample 42_UrbanPopgen_Plate36_1-11-24_data.csv,Pseu,Miami urban,Star Island,Jul-24,Summer,Wet,2.4
urban_022,Sample 43_UrbanPopgen_Plate36_1-11-24_data.csv,Pseu,Miami urban,Star Island,Jul-24,Summer,Wet,2.4
urban_027,Sample 44_UrbanPopgen_Plate36_1-11-24_data.csv,Pseu,Miami urban,Star Island,Jul-24,Summer,Wet,2.4
urban_040,Sample 45_UrbanPopgen_Plate36_1-11-24_data.csv,Pseu,Miami urban,Star Island,Jul-24,Summer,Wet,2.4
urban_155,Sample 46_UrbanPopgen_Plate36_1-11-24_data.csv,Pseu,Miami urban,Star Island,Oct-24,Fall,Wet,2.4
urban_085,Sample 1_UrbanPopgen_Plate37_1-11-24_data.csv,Cnat,Miami reef,Emerald Reef,Oct-24,Fall,Wet,8.2
urban_098,Sample 2_UrbanPopgen_Plate37_1-11-24_data.csv,Cnat,Miami reef,Rainbow Reef,Oct-24,Fall,Wet,7.6
urban_314,Sample 3_UrbanPopgen_Plate37_1-11-24_data.csv,Cnat,Miami reef,Rainbow Reef,Jun-24,Summer,Wet,4.9
urban_117,Sample 4_UrbanPopgen_Plate37_1-11-24_data.csv,Cnat,Miami urban,MacArthur North,Oct-24,Fall,Wet,0.9
urban_195,Sample 5_UrbanPopgen_Plate37_1-11-24_data.csv,Cnat,Miami urban,MacArthur North,Jan-24,Winter,Dry,1.1
urban_204,Sample 6_UrbanPopgen_Plate37_1-11-24_data.csv,Cnat,Miami urban,MacArthur North,Jan-24,Winter,Dry,1.1
OS4 rex2,Sample 7_UrbanPopgen_Plate37_1-11-24_data.csv,Dlab,Miami reef,Emerald Reef,Jun-24,Summer,Wet,9.1
urban_309,Sample 8_UrbanPopgen_Plate37_1-11-24_data.csv,Dlab,Miami reef,Rainbow Reef,Jun-24,Summer,Wet,4.9
urban_320,Sample 9_UrbanPopgen_Plate37_1-11-24_data.csv,Dlab,Miami reef,Rainbow Reef,Jun-24,Summer,Wet,5.8
urban_222,Sample 10_UrbanPopgen_Plate37_1-11-24_data.csv,Dlab,Miami urban,Belle Isle,Apr-24,Spring,Dry,0.6
urban_240,Sample 11_UrbanPopgen_Plate37_1-11-24_data.csv,Dlab,Miami urban,Belle Isle,Apr-24,Spring,Dry,1.1
urban_157b rex,Sample 12_UrbanPopgen_Plate37_1-11-24_data.csv,Mcav,Miami reef,Emerald Reef,Jan-24,Winter,Dry,6.6
urban_160b,Sample 13_UrbanPopgen_Plate37_1-11-24_data.csv,Mcav,Miami reef,Emerald Reef,Jan-24,Winter,Dry,7.3
urban_167,Sample 14_UrbanPopgen_Plate37_1-11-24_data.csv,Mcav,Miami reef,Emerald Reef,Jan-24,Winter,Dry,7.5
urban_005,Sample 1_UrbanPopgen_Plate38_1-11-24_data.csv,Mcav,Miami urban,Star Island,Jul-24,Summer,Wet,2.4
urban_158 rex,Sample 2_UrbanPopgen_Plate38_1-11-24_data.csv,Mcav,Miami urban,Star Island,Oct-24,Fall,Wet,2.4
urban_082,Sample 3_UrbanPopgen_Plate38_1-11-24_data.csv,Ofav,Miami reef,Emerald Reef,Oct-24,Fall,Wet,7.6
nmfs_053,Sample 4_UrbanPopgen_Plate38_1-11-24_data.csv,Ofav,Miami reef,Rainbow Reef,Feb-24,Winter,Dry,6.1
urban_094,Sample 5_UrbanPopgen_Plate38_1-11-24_data.csv,Ofav,Miami reef,Rainbow Reef,Oct-24,Fall,Wet,7.9
nmfs_066,Sample 6_UrbanPopgen_Plate38_1-11-24_data.csv,Ofav,Miami urban,MacArthur North,Feb-24,Winter,Dry,1.2
nmfs_075,Sample 7_UrbanPopgen_Plate38_1-11-24_data.csv,Ofav,Miami urban,MacArthur North,Feb-24,Winter,Dry,0.9
urban_153,Sample 8_UrbanPopgen_Plate38_1-11-24_data.csv,Ofav,Miami urban,Star Island,Oct-24,Fall,Wet,2.4
OS1 rex,Sample 9_UrbanPopgen_Plate38_1-11-24_data.csv,Pseu,Miami reef,Emerald Reef,Jun-24,Summer,Wet,8.2
nmfs_024,Sample 10_UrbanPopgen_Plate38_1-11-24_data.csv,Pseu,Miami reef,Emerald Reef,Jan-24,Winter,Dry,6.7
nmfs_006,Sample 11_UrbanPopgen_Plate38_1-11-24_data.csv,Pseu,Miami reef,Rainbow Reef,Jan-24,Winter,Dry,5.5
UR20,Sample 12_UrbanPopgen_Plate38_1-11-24_data.csv,Pseu,Miami urban,MacArthur North,Jun-24,Summer,Wet,0.3
urban_023,Sample 13_UrbanPopgen_Plate38_1-11-24_data.csv,Pseu,Miami urban,Star Island,Jul-24,Summer,Wet,2.4
urban_036,Sample 14_UrbanPopgen_Plate38_1-11-24_data.csv,Pseu,Miami urban,Star Island,Jul-24,Summer,Wet,2.4
urban_042,Sample 1_UrbanPopgen_Plate39_1-16-24_data.csv,Mcav,Broward reef,FTL4,Aug-22,Summer,Wet,5.5
urban_043,Sample 2_UrbanPopgen_Plate39_1-16-24_data.csv,Mcav,Broward reef,FTL4,Aug-22,Summer,Wet,5.5
urban_044,Sample 3_UrbanPopgen_Plate39_1-16-24_data.csv,Mcav,Broward reef,FTL4,Aug-22,Summer,Wet,5.5
urban_045,Sample 4_UrbanPopgen_Plate39_1-16-24_data.csv,Mcav,Broward reef,FTL4,Aug-22,Summer,Wet,5.5
urban_046,Sample 5_UrbanPopgen_Plate39_1-16-24_data.csv,Mcav,Broward reef,FTL4,Aug-22,Summer,Wet,5.8
urban_047,Sample 6_UrbanPopgen_Plate39_1-16-24_data.csv,Mcav,Broward reef,FTL4,Aug-22,Summer,Wet,6.1
urban_048,Sample 7_UrbanPopgen_Plate39_1-16-24_data.csv,Mcav,Broward reef,FTL4,Aug-22,Summer,Wet,5.8
urban_049,Sample 8_UrbanPopgen_Plate39_1-16-24_data.csv,Mcav,Broward reef,FTL4,Aug-22,Summer,Wet,6.1
urban_050,Sample 9_UrbanPopgen_Plate39_1-16-24_data.csv,Mcav,Broward reef,FTL4,Aug-22,Summer,Wet,6.1
urban_051,Sample 10_UrbanPopgen_Plate39_1-16-24_data.csv,Mcav,Broward reef,FTL4,Aug-22,Summer,Wet,5.8
urban_055,Sample 11_UrbanPopgen_Plate39_1-16-24_data.csv,Mcav,Broward reef,BC1,Aug-22,Summer,Wet,5.5
urban_056,Sample 12_UrbanPopgen_Plate39_1-16-24_data.csv,Mcav,Broward reef,BC1,Aug-22,Summer,Wet,5.5
urban_058,Sample 1_UrbanPopgen_Plate40_1-16-24_data.csv,Mcav,Broward reef,BC1,Aug-22,Summer,Wet,5.8
urban_061,Sample 2_UrbanPopgen_Plate40_1-16-24_data.csv,Mcav,Broward reef,BC1,Aug-22,Summer,Wet,5.5
urban_062,Sample 3_UrbanPopgen_Plate40_1-16-24_data.csv,Mcav,Broward reef,BC1,Aug-22,Summer,Wet,5.8
urban_064,Sample 4_UrbanPopgen_Plate40_1-16-24_data.csv,Mcav,Broward reef,BC1,Aug-22,Summer,Wet,5.8
urban_067,Sample 5_UrbanPopgen_Plate40_1-16-24_data.csv,Mcav,Broward reef,BC1,Aug-22,Summer,Wet,6.4
urban_071,Sample 6_UrbanPopgen_Plate40_1-16-24_data.csv,Mcav,Broward reef,BC1,Aug-22,Summer,Wet,7.3
urban_246,Sample 7_UrbanPopgen_Plate40_1-16-24_data.csv,Mcav,Broward reef,BC1,Apr-23,Spring,Dry,6.4
urban_248,Sample 8_UrbanPopgen_Plate40_1-16-24_data.csv,Mcav,Broward reef,BC1,Apr-23,Spring,Dry,6.4
urban_249,Sample 9_UrbanPopgen_Plate40_1-16-24_data.csv,Mcav,Broward reef,BC1,Apr-23,Spring,Dry,6.4
urban_250,Sample 10_UrbanPopgen_Plate40_1-16-24_data.csv,Mcav,Broward reef,BC1,Apr-23,Spring,Dry,6.4
urban_271,Sample 11_UrbanPopgen_Plate40_1-16-24_data.csv,Mcav,Broward reef,BC1,Apr-23,Spring,Dry,6.4
urban_272,Sample 12_UrbanPopgen_Plate40_1-16-24_data.csv,Mcav,Broward reef,BC1,Apr-23,Spring,Dry,8.5
urban_274,Sample 1_UrbanPopgen_Plate41_1-17-24_data.csv,Mcav,Broward reef,BC1,Apr-23,Spring,Dry,7
urban_275,Sample 2_UrbanPopgen_Plate41_1-17-24_data.csv,Mcav,Broward reef,BC1,Apr-23,Spring,Dry,7
urban_276,Sample 3_UrbanPopgen_Plate41_1-17-24_data.csv,Mcav,Broward reef,BC1,May-23,Spring,Dry,6.4
urban_277,Sample 4_UrbanPopgen_Plate41_1-17-24_data.csv,Mcav,Broward reef,BC1,May-23,Spring,Dry,6.4
urban_278,Sample 5_UrbanPopgen_Plate41_1-17-24_data.csv,Mcav,Broward reef,BC1,May-23,Spring,Dry,6.4
urban_280,Sample 6_UrbanPopgen_Plate41_1-17-24_data.csv,Mcav,Broward reef,BC1,May-23,Spring,Dry,6.4
urban_279,Sample 7_UrbanPopgen_Plate41_1-17-24_data.csv,Mcav,Broward reef,BC1,May-23,Spring,Dry,8.2
urban_281,Sample 8_UrbanPopgen_Plate41_1-17-24_data.csv,Mcav,Broward reef,BC1,May-23,Spring,Dry,8.2
urban_290,Sample 9_UrbanPopgen_Plate41_1-17-24_data.csv,Mcav,Broward reef,T328,May-23,Spring,Dry,5.5
urban_291,Sample 10_UrbanPopgen_Plate41_1-17-24_data.csv,Mcav,Broward reef,T328,May-23,Spring,Dry,5.8
urban_292,Sample 11_UrbanPopgen_Plate41_1-17-24_data.csv,Mcav,Broward reef,T328,May-23,Spring,Dry,5.8
urban_295,Sample 12_UrbanPopgen_Plate41_1-17-24_data.csv,Mcav,Broward reef,T328,May-23,Spring,Dry,5.5
urban_053,Sample 1_UrbanPopgen_Plate42_1-17-24_data.csv,Ofav,Broward reef,FTL4,Aug-22,Summer,Wet,6.4
urban_057,Sample 2_UrbanPopgen_Plate42_1-17-24_data.csv,Ofav,Broward reef,BC1,Aug-22,Summer,Wet,5.5
urban_059,Sample 3_UrbanPopgen_Plate42_1-17-24_data.csv,Ofav,Broward reef,BC1,Aug-22,Summer,Wet,5.5
urban_060,Sample 4_UrbanPopgen_Plate42_1-17-24_data.csv,Ofav,Broward reef,BC1,Aug-22,Summer,Wet,5.5
urban_065,Sample 5_UrbanPopgen_Plate42_1-17-24_data.csv,Ofav,Broward reef,BC1,Aug-22,Summer,Wet,6.1
urban_068,Sample 6_UrbanPopgen_Plate42_1-17-24_data.csv,Ofav,Broward reef,BC1,Aug-22,Summer,Wet,6.1
urban_069,Sample 7_UrbanPopgen_Plate42_1-17-24_data.csv,Ofav,Broward reef,BC1,Aug-22,Summer,Wet,6.1
urban_070,Sample 8_UrbanPopgen_Plate42_1-17-24_data.csv,Ofav,Broward reef,BC1,Aug-22,Summer,Wet,6.1
