Block Type,96well,,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Coral\Ing\UrbanPopgen_Plate17_7-10-23.eds,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2023-07-10 11:50:20 AM PDT,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,BADROX,HIGHSD,NOAMP,EXPFAIL
A1,Sample 1,A,UNKNOWN,SYBR,None,25.15801811,24.87340164,0.402509809,,,,FALSE,0.1,TRUE,3,20,,N,N,N,N
A2,Sample 2,A,UNKNOWN,SYBR,None,30.27823448,29.79477692,0.683712244,,,,FALSE,0.1,TRUE,3,26,,N,Y,N,N
A3,Sample 3,A,UNKNOWN,SYBR,None,27.56863022,27.38277245,0.262842596,,,,FALSE,0.1,TRUE,3,24,,N,N,N,N
A4,Sample 4,A,UNKNOWN,SYBR,None,31.47509956,30.42210007,1.489166141,,,,FALSE,0.1,TRUE,3,29,,N,Y,N,N
A5,Sample 5,A,UNKNOWN,SYBR,None,32.54012299,32.21338654,0.462075114,,,,FALSE,0.1,TRUE,3,29,,N,N,N,N
A6,Sample 6,A,UNKNOWN,SYBR,None,28.03539658,28.7296257,0.981789589,,,,FALSE,0.1,TRUE,3,25,,N,Y,N,N
A7,Sample 7,A,UNKNOWN,SYBR,None,24.97519875,24.77372551,0.284926176,,,,FALSE,0.1,TRUE,3,21,,N,N,N,N
A8,Sample 8,A,UNKNOWN,SYBR,None,36.93360901,34.4203949,3.554218769,,,,FALSE,0.1,TRUE,3,33,,N,Y,N,N
A9,Sample 9,A,UNKNOWN,SYBR,None,26.83816528,26.5978508,0.339855999,,,,FALSE,0.1,TRUE,3,23,,N,N,N,N
A10,Sample 10,A,UNKNOWN,SYBR,None,27.87965393,27.7040329,0.248365641,,,,FALSE,0.1,TRUE,3,24,,N,N,N,N
A11,Sample 11,A,UNKNOWN,SYBR,None,21.44847298,20.99694824,0.638551056,,,,FALSE,0.1,TRUE,3,18,,N,Y,N,N
A12,Sample 12,A,UNKNOWN,SYBR,None,29.90442657,29.35788155,0.772931397,,,,FALSE,0.1,TRUE,3,26,,N,Y,N,N
B1,Sample 1,A,UNKNOWN,SYBR,None,24.58878326,24.87340164,0.402509809,,,,FALSE,0.1,TRUE,3,20,,N,N,N,N
B2,Sample 2,A,UNKNOWN,SYBR,None,29.31131935,29.79477692,0.683712244,,,,FALSE,0.1,TRUE,3,26,,N,Y,N,N
B3,Sample 3,A,UNKNOWN,SYBR,None,27.19691467,27.38277245,0.262842596,,,,FALSE,0.1,TRUE,3,24,,N,N,N,N
B4,Sample 4,A,UNKNOWN,SYBR,None,29.36910057,30.42210007,1.489166141,,,,FALSE,0.1,TRUE,3,26,,N,Y,N,N
B5,Sample 5,A,UNKNOWN,SYBR,None,31.88665009,32.21338654,0.462075114,,,,FALSE,0.1,TRUE,3,27,,N,N,N,N
B6,Sample 6,A,UNKNOWN,SYBR,None,29.42385674,28.7296257,0.981789589,,,,FALSE,0.1,TRUE,3,26,,N,Y,N,N
B7,Sample 7,A,UNKNOWN,SYBR,None,24.57225227,24.77372551,0.284926176,,,,FALSE,0.1,TRUE,3,21,,N,N,N,N
B8,Sample 8,A,UNKNOWN,SYBR,None,31.9071846,34.4203949,3.554218769,,,,FALSE,0.1,TRUE,3,28,,N,Y,N,N
B9,Sample 9,A,UNKNOWN,SYBR,None,26.35753632,26.5978508,0.339855999,,,,FALSE,0.1,TRUE,3,23,,N,N,N,N
B10,Sample 10,A,UNKNOWN,SYBR,None,27.52841187,27.7040329,0.248365641,,,,FALSE,0.1,TRUE,3,24,,N,N,N,N
B11,Sample 11,A,UNKNOWN,SYBR,None,20.54542542,20.99694824,0.638551056,,,,FALSE,0.1,TRUE,3,17,,N,Y,N,N
B12,Sample 12,A,UNKNOWN,SYBR,None,28.81133652,29.35788155,0.772931397,,,,FALSE,0.1,TRUE,3,26,,N,Y,N,N
C1,Sample 1,B,UNKNOWN,SYBR,None,25.13775253,24.99018478,0.208692312,,,,FALSE,0.1,TRUE,3,21,,N,N,N,N
C2,Sample 2,B,UNKNOWN,SYBR,None,22.47307777,22.64284515,0.240085989,,,,FALSE,0.1,TRUE,3,19,,N,N,N,N
C3,Sample 3,B,UNKNOWN,SYBR,None,Undetermined,32.6592865,,,,,FALSE,0.1,TRUE,3,39,,N,N,N,Y
C4,Sample 4,B,UNKNOWN,SYBR,None,25.38155174,25.53643036,0.219030097,,,,FALSE,0.1,TRUE,3,22,,N,N,N,N
C5,Sample 5,B,UNKNOWN,SYBR,None,31.96537971,32.26501465,0.423746437,,,,FALSE,0.1,TRUE,3,28,,N,N,N,N
C6,Sample 6,B,UNKNOWN,SYBR,None,27.01569748,27.14321518,0.180337265,,,,FALSE,0.1,TRUE,3,24,,N,N,N,N
C7,Sample 7,B,UNKNOWN,SYBR,None,22.71887779,22.55929947,0.225677833,,,,FALSE,0.1,TRUE,3,19,,N,N,N,N
C8,Sample 8,B,UNKNOWN,SYBR,None,21.76505661,22.20260239,0.618784547,,,,FALSE,0.1,TRUE,3,18,,N,Y,N,N
C9,Sample 9,B,UNKNOWN,SYBR,None,21.98286247,22.10145378,0.167713434,,,,FALSE,0.1,TRUE,3,19,,N,N,N,N
C10,Sample 10,B,UNKNOWN,SYBR,None,21.10729218,21.18909836,0.115692765,,,,FALSE,0.1,TRUE,3,18,,N,N,N,N
C11,Sample 11,B,UNKNOWN,SYBR,None,21.18771744,21.39876175,0.298460364,,,,FALSE,0.1,TRUE,3,18,,N,N,N,N
C12,Sample 12,B,UNKNOWN,SYBR,None,21.59400177,21.76083565,0.235938728,,,,FALSE,0.1,TRUE,3,18,,N,N,N,N
D1,Sample 1,B,UNKNOWN,SYBR,None,24.84261703,24.99018478,0.208692312,,,,FALSE,0.1,TRUE,3,21,,N,N,N,N
D2,Sample 2,B,UNKNOWN,SYBR,None,22.81261063,22.64284515,0.240085989,,,,FALSE,0.1,TRUE,3,19,,N,N,N,N
D3,Sample 3,B,UNKNOWN,SYBR,None,32.6592865,32.6592865,,,,,FALSE,0.1,TRUE,3,29,,N,N,N,N
D4,Sample 4,B,UNKNOWN,SYBR,None,25.69130707,25.53643036,0.219030097,,,,FALSE,0.1,TRUE,3,22,,N,N,N,N
D5,Sample 5,B,UNKNOWN,SYBR,None,32.56464767,32.26501465,0.423746437,,,,FALSE,0.1,TRUE,3,29,,N,N,N,N
D6,Sample 6,B,UNKNOWN,SYBR,None,27.27073288,27.14321518,0.180337265,,,,FALSE,0.1,TRUE,3,24,,N,N,N,N
D7,Sample 7,B,UNKNOWN,SYBR,None,22.39972115,22.55929947,0.225677833,,,,FALSE,0.1,TRUE,3,19,,N,N,N,N
D8,Sample 8,B,UNKNOWN,SYBR,None,22.64015007,22.20260239,0.618784547,,,,FALSE,0.1,TRUE,3,19,,N,Y,N,N
D9,Sample 9,B,UNKNOWN,SYBR,None,22.22004509,22.10145378,0.167713434,,,,FALSE,0.1,TRUE,3,19,,N,N,N,N
D10,Sample 10,B,UNKNOWN,SYBR,None,21.27090645,21.18909836,0.115692765,,,,FALSE,0.1,TRUE,3,18,,N,N,N,N
D11,Sample 11,B,UNKNOWN,SYBR,None,21.60980415,21.39876175,0.298460364,,,,FALSE,0.1,TRUE,3,18,,N,N,N,N
D12,Sample 12,B,UNKNOWN,SYBR,None,21.92766953,21.76083565,0.235938728,,,,FALSE,0.1,TRUE,3,18,,N,N,N,N
E1,Sample 1,C,UNKNOWN,SYBR,None,Undetermined,35.58092117,,,,,FALSE,0.1,TRUE,3,39,,N,N,N,Y
E2,Sample 2,C,UNKNOWN,SYBR,None,39.11014938,39.11014938,,,,,FALSE,0.1,TRUE,3,35,,N,N,N,N
E3,Sample 3,C,UNKNOWN,SYBR,None,30.87144089,32.28798294,2.003293037,,,,FALSE,0.1,TRUE,3,27,,N,Y,N,N
E4,Sample 4,C,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,,N,N,N,Y
E5,Sample 5,C,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,,N,N,N,Y
