Block Type,96well,,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Coral\Ing\UrbanPopgen_Plate19_7-10-23.eds,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2023-07-10 15:07:29 PM PDT,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,BADROX,HIGHSD,NOAMP,EXPFAIL
A1,Sample 1,A,UNKNOWN,SYBR,None,23.49216843,22.70628357,1.111407638,,,,FALSE,0.1,TRUE,3,20,,N,Y,N,N
A2,Sample 2,A,UNKNOWN,SYBR,None,27.25048065,26.73215485,0.733023405,,,,FALSE,0.1,TRUE,3,24,,N,Y,N,N
A3,Sample 3,A,UNKNOWN,SYBR,None,26.65215874,26.56056976,0.129526362,,,,FALSE,0.1,TRUE,3,23,,N,N,N,N
A4,Sample 4,A,UNKNOWN,SYBR,None,26.6396122,26.65010834,0.014843782,,,,FALSE,0.1,TRUE,3,23,,N,N,N,N
A5,Sample 5,A,UNKNOWN,SYBR,None,26.16111565,25.97212219,0.267275751,,,,FALSE,0.1,TRUE,3,23,,N,N,N,N
A6,Sample 6,A,UNKNOWN,SYBR,None,24.8686161,24.44594955,0.59774214,,,,FALSE,0.1,TRUE,3,21,,N,Y,N,N
A7,Sample 7,A,UNKNOWN,SYBR,None,29.58876228,29.6217804,0.046693314,,,,FALSE,0.1,TRUE,3,26,,N,N,N,N
A8,Sample 8,A,UNKNOWN,SYBR,None,32.23320389,34.53581238,3.256377459,,,,FALSE,0.1,TRUE,3,29,,N,Y,N,N
A9,Sample 9,A,UNKNOWN,SYBR,None,35.79501724,34.81861877,1.380833268,,,,FALSE,0.1,TRUE,3,32,,N,Y,N,N
A10,Sample 10,A,UNKNOWN,SYBR,None,24.29059029,24.08290482,0.293712944,,,,FALSE,0.1,TRUE,3,20,,N,N,N,N
A11,Sample 11,A,UNKNOWN,SYBR,None,27.97843933,28.22420502,0.347565174,,,,FALSE,0.1,TRUE,3,24,,N,N,N,N
A12,Sample 12,A,UNKNOWN,SYBR,None,28.20481682,27.51755524,0.971933305,,,,FALSE,0.1,TRUE,3,23,,N,Y,N,N
B1,Sample 1,A,UNKNOWN,SYBR,None,21.92040062,22.70628357,1.111407638,,,,FALSE,0.1,TRUE,3,18,,N,Y,N,N
B2,Sample 2,A,UNKNOWN,SYBR,None,26.21382904,26.73215485,0.733023405,,,,FALSE,0.1,TRUE,3,22,,N,Y,N,N
B3,Sample 3,A,UNKNOWN,SYBR,None,26.46898079,26.56056976,0.129526362,,,,FALSE,0.1,TRUE,3,23,,N,N,N,N
B4,Sample 4,A,UNKNOWN,SYBR,None,26.66060448,26.65010834,0.014843782,,,,FALSE,0.1,TRUE,3,23,,N,N,N,N
B5,Sample 5,A,UNKNOWN,SYBR,None,25.78313065,25.97212219,0.267275751,,,,FALSE,0.1,TRUE,3,23,,N,N,N,N
B6,Sample 6,A,UNKNOWN,SYBR,None,24.0232811,24.44594955,0.59774214,,,,FALSE,0.1,TRUE,3,20,,N,Y,N,N
B7,Sample 7,A,UNKNOWN,SYBR,None,29.6547966,29.6217804,0.046693314,,,,FALSE,0.1,TRUE,3,26,,N,N,N,N
B8,Sample 8,A,UNKNOWN,SYBR,None,36.83841705,34.53581238,3.256377459,,,,FALSE,0.1,TRUE,3,33,,N,Y,N,N
B9,Sample 9,A,UNKNOWN,SYBR,None,33.84222412,34.81861877,1.380833268,,,,FALSE,0.1,TRUE,3,30,,N,Y,N,N
B10,Sample 10,A,UNKNOWN,SYBR,None,23.87521744,24.08290482,0.293712944,,,,FALSE,0.1,TRUE,3,20,,N,N,N,N
