Block Type,96well,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\cmblab\Desktop\IngL_qPCR\UrbanPopgen_Plate70_3-25-24.eds,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2024-03-25 21:55:01 PM EDT,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,EXPFAIL
A1,Sample 1,A,UNKNOWN,SYBR,None,28.15724754,28.42417717,0.377495497,,,,FALSE,0.1,TRUE,3,25,,N,N,N
A2,Sample 2,A,UNKNOWN,SYBR,None,30.64994812,31.32031441,0.948041081,,,,FALSE,0.1,TRUE,3,27,,Y,N,N
A3,Sample 3,A,UNKNOWN,SYBR,None,33.25288773,33.59268951,0.480552286,,,,FALSE,0.1,TRUE,3,30,,N,N,N
A4,Sample 4,A,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,,N,N,Y
A5,Sample 5,A,UNKNOWN,SYBR,None,31.16952515,30.76278496,0.575217485,,,,FALSE,0.1,TRUE,3,27,,Y,N,N
A6,Sample 6,A,UNKNOWN,SYBR,None,28.34660912,29.39636612,1.484581947,,,,FALSE,0.1,TRUE,3,25,,Y,N,N
A7,Sample 7,A,UNKNOWN,SYBR,None,19.84873581,21.12094879,1.799180865,,,,FALSE,0.1,TRUE,3,16,,Y,N,N
A8,Sample 8,A,UNKNOWN,SYBR,None,32.51020813,33.81272125,1.842031717,,,,FALSE,0.1,TRUE,3,29,,Y,N,N
A9,Sample 9,A,UNKNOWN,SYBR,None,21.42631912,21.42631912,,,,,FALSE,0.1,TRUE,3,18,,N,N,N
A10,Sample 10,A,UNKNOWN,SYBR,None,19.63005829,20.76971436,1.611717105,,,,FALSE,0.1,TRUE,3,16,,Y,N,N
A11,Sample 11,A,UNKNOWN,SYBR,None,33.9251442,36.63193512,3.827983141,,,,FALSE,0.1,TRUE,3,30,,Y,N,N
A12,,A,NTC,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,,N,N,N
B1,Sample 1,A,UNKNOWN,SYBR,None,28.6911068,28.42417717,0.377495497,,,,FALSE,0.1,TRUE,3,25,,N,N,N
B2,Sample 2,A,UNKNOWN,SYBR,None,31.99068069,31.32031441,0.948041081,,,,FALSE,0.1,TRUE,3,28,,Y,N,N
B3,Sample 3,A,UNKNOWN,SYBR,None,33.9324913,33.59268951,0.480552286,,,,FALSE,0.1,TRUE,3,30,,N,N,N
B4,Sample 4,A,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,,N,Y,Y
B5,Sample 5,A,UNKNOWN,SYBR,None,30.35604477,30.76278496,0.575217485,,,,FALSE,0.1,TRUE,3,26,,Y,N,N
B6,Sample 6,A,UNKNOWN,SYBR,None,30.44612503,29.39636612,1.484581947,,,,FALSE,0.1,TRUE,3,26,,Y,N,N
B7,Sample 7,A,UNKNOWN,SYBR,None,22.39316177,21.12094879,1.799180865,,,,FALSE,0.1,TRUE,3,18,,Y,N,N
B8,Sample 8,A,UNKNOWN,SYBR,None,35.11523438,33.81272125,1.842031717,,,,FALSE,0.1,TRUE,3,31,,Y,N,N
