Block Type,96well,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\cmblab\Desktop\IngL_qPCR\UrbanPopgen_Plate84_3-31-24.eds,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2024-03-31 20:52:43 PM EDT,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,EXPFAIL
A1,Sample 1,A,UNKNOWN,SYBR,None,21.88580894,21.81870461,0.09489987,,,,FALSE,0.1,TRUE,3,18,,N,N,N
A2,Sample 2,A,UNKNOWN,SYBR,None,24.27630806,24.83778763,0.794052005,,,,FALSE,0.1,TRUE,3,20,,Y,N,N
A3,Sample 3,A,UNKNOWN,SYBR,None,29.92179108,30.44927597,0.74597764,,,,FALSE,0.1,TRUE,3,26,,Y,N,N
A4,Sample 4,A,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,35,,N,N,N
A5,Sample 5,A,UNKNOWN,SYBR,None,21.77397919,22.14973259,0.531395555,,,,FALSE,0.1,TRUE,3,18,,Y,N,N
A6,Sample 6,A,UNKNOWN,SYBR,None,21.15715408,21.42059326,0.372557908,,,,FALSE,0.1,TRUE,3,18,,N,N,N
A7,Sample 7,A,UNKNOWN,SYBR,None,22.32491684,22.48969078,0.233025536,,,,FALSE,0.1,TRUE,3,18,,N,N,N
A8,Sample 8,A,UNKNOWN,SYBR,None,22.93498421,23.09571075,0.227301657,,,,FALSE,0.1,TRUE,3,19,,N,N,N
A9,Sample 9,A,UNKNOWN,SYBR,None,21.56281281,21.64377213,0.114493765,,,,FALSE,0.1,TRUE,3,17,,N,N,N
A10,Sample 10,A,UNKNOWN,SYBR,None,24.76035881,24.73730087,0.032610197,,,,FALSE,0.1,TRUE,3,21,,N,N,N
A11,Sample 11,A,UNKNOWN,SYBR,None,26.73182106,26.94611931,0.303063482,,,,FALSE,0.1,TRUE,3,23,,N,N,N
A12,,A,NTC,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,,N,N,N
B1,Sample 1,A,UNKNOWN,SYBR,None,21.75160027,21.81870461,0.09489987,,,,FALSE,0.1,TRUE,3,18,,N,N,N
B2,Sample 2,A,UNKNOWN,SYBR,None,25.3992672,24.83778763,0.794052005,,,,FALSE,0.1,TRUE,3,21,,Y,N,N
B3,Sample 3,A,UNKNOWN,SYBR,None,30.97676277,30.44927597,0.74597764,,,,FALSE,0.1,TRUE,3,27,,Y,N,N
B4,Sample 4,A,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,,N,N,Y
B5,Sample 5,A,UNKNOWN,SYBR,None,22.52548599,22.14973259,0.531395555,,,,FALSE,0.1,TRUE,3,19,,Y,N,N
B6,Sample 6,A,UNKNOWN,SYBR,None,21.68403053,21.42059326,0.372557908,,,,FALSE,0.1,TRUE,3,18,,N,N,N
B7,Sample 7,A,UNKNOWN,SYBR,None,22.65446472,22.48969078,0.233025536,,,,FALSE,0.1,TRUE,3,18,,N,N,N
B8,Sample 8,A,UNKNOWN,SYBR,None,23.2564373,23.09571075,0.227301657,,,,FALSE,0.1,TRUE,3,19,,N,N,N
B9,Sample 9,A,UNKNOWN,SYBR,None,21.72473145,21.64377213,0.114493765,,,,FALSE,0.1,TRUE,3,17,,N,N,N
B10,Sample 10,A,UNKNOWN,SYBR,None,24.71424103,24.73730087,0.032610197,,,,FALSE,0.1,TRUE,3,21,,N,N,N
B11,Sample 11,A,UNKNOWN,SYBR,None,27.16041756,26.94611931,0.303063482,,,,FALSE,0.1,TRUE,3,23,,N,N,N
B12,,A,NTC,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,,N,N,N
C1,Sample 1,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,,N,Y,Y
C2,Sample 2,B,UNKNOWN,SYBR,None,24.62016106,24.53160477,0.125236154,,,,FALSE,0.1,TRUE,3,21,,N,N,N
C3,Sample 3,B,UNKNOWN,SYBR,None,33.29114532,32.92962265,0.511270285,,,,FALSE,0.1,TRUE,3,29,,Y,N,N
C4,Sample 4,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,,N,N,Y
C5,Sample 5,B,UNKNOWN,SYBR,None,33.22888565,33.22888565,,,,,FALSE,0.1,TRUE,3,29,,N,N,N
C6,Sample 6,B,UNKNOWN,SYBR,None,31.93387794,33.05997467,1.592539907,,,,FALSE,0.1,TRUE,3,28,,Y,N,N
C7,Sample 7,B,UNKNOWN,SYBR,None,31.38419151,31.81349182,0.607120991,,,,FALSE,0.1,TRUE,3,27,,Y,N,N
