Block Type,96well,,,,,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Coral\Ing\UrbanPopgen_Plate87_4-3-24.eds,,,,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2024-04-03 18:34:26 PM PDT,,,,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Comments,HIGHSD,NOAMP,EXPFAIL,MTP
A1,Sample 1,A,UNKNOWN,SYBR,None,29.24283981,29.71683121,0.670325041,,,,FALSE,0.1,TRUE,3,25,87.03200531,83.59725952,76.87712097,,Y,N,N,Y
A2,Sample 2,A,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,61.04745483,69.55963135,,,N,Y,Y,Y
A3,Sample 3,A,UNKNOWN,SYBR,None,27.84030533,27.82961273,0.015121615,,,,FALSE,0.1,TRUE,3,24,83.15015411,,,,N,N,N,N
A4,Sample 4,A,UNKNOWN,SYBR,None,26.79691124,26.45320129,0.486079276,,,,FALSE,0.1,TRUE,3,23,83.29949951,87.03320313,,,N,N,N,Y
A5,Sample 5,A,UNKNOWN,SYBR,None,18.38409042,18.02698326,0.505025804,,,,FALSE,0.1,TRUE,3,14,83.30347443,,,,Y,N,N,N
A6,Sample 6,A,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,61.34716034,69.26338196,,,N,N,Y,Y
A7,Sample 7,A,UNKNOWN,SYBR,None,Undetermined,38.3442421,,,,,FALSE,0.1,TRUE,3,39,,,,,N,N,Y,N
A8,Sample 8,A,UNKNOWN,SYBR,None,34.60175323,34.21010971,0.553867579,,,,FALSE,0.1,TRUE,3,31,81.95707703,,,,Y,N,N,N
A9,Sample 9,A,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,,,,,N,Y,Y,N
A10,Sample 10,A,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,61.34381104,,,,N,Y,Y,N
A11,Sample 11,A,UNKNOWN,SYBR,None,34.60315704,34.19496918,0.577264845,,,,FALSE,0.1,TRUE,3,30,82.25410461,,,,Y,N,N,N
A12,Sample 12,A,UNKNOWN,SYBR,None,35.80133057,35.80133057,,,,,FALSE,0.1,TRUE,3,32,83.1501236,,,,N,N,N,N
B1,Sample 1,A,UNKNOWN,SYBR,None,30.1908226,29.71683121,0.670325041,,,,FALSE,0.1,TRUE,3,26,83.44792938,87.48001099,,,Y,N,N,Y
B2,Sample 2,A,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,61.34613037,67.17024994,,,N,N,Y,Y
B3,Sample 3,A,UNKNOWN,SYBR,None,27.81892014,27.82961273,0.015121615,,,,FALSE,0.1,TRUE,3,24,82.70211029,88.82537842,,,N,N,N,Y
B4,Sample 4,A,UNKNOWN,SYBR,None,26.10949135,26.45320129,0.486079276,,,,FALSE,0.1,TRUE,3,22,83.29949951,,,,N,N,N,N
B5,Sample 5,A,UNKNOWN,SYBR,None,17.6698761,18.02698326,0.505025804,,,,FALSE,0.1,TRUE,3,14,83.15411377,,,,Y,N,N,N
B6,Sample 6,A,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,38,78.52386475,61.34716034,,,N,N,Y,Y
B7,Sample 7,A,UNKNOWN,SYBR,None,38.3442421,38.3442421,,,,,FALSE,0.1,TRUE,3,35,76.87928772,,,,N,N,N,N
B8,Sample 8,A,UNKNOWN,SYBR,None,33.81846619,34.21010971,0.553867579,,,,FALSE,0.1,TRUE,3,30,82.40512085,,,,Y,N,N,N
B9,Sample 9,A,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,61.04507828,,,,N,N,Y,N
B10,Sample 10,A,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,61.34381104,,,,N,N,Y,N
B11,Sample 11,A,UNKNOWN,SYBR,None,33.78678131,34.19496918,0.577264845,,,,FALSE,0.1,TRUE,3,30,82.10476685,,,,Y,N,N,N
B12,Sample 12,A,UNKNOWN,SYBR,None,Undetermined,35.80133057,,,,,FALSE,0.1,TRUE,3,39,61.49626923,,,,N,Y,Y,N
C1,Sample 1,B,UNKNOWN,SYBR,None,20.73469734,21.00116158,0.376837343,,,,FALSE,0.1,TRUE,3,17,79.41584015,,,,N,N,N,N
C2,Sample 2,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,61.34613037,,,,N,N,Y,N
C3,Sample 3,B,UNKNOWN,SYBR,None,25.25842094,25.20619202,0.07386151,,,,FALSE,0.1,TRUE,3,21,79.4164505,,,,N,N,N,N
C4,Sample 4,B,UNKNOWN,SYBR,None,22.38067818,22.43958282,0.083305098,,,,FALSE,0.1,TRUE,3,20,79.2671051,,,,N,N,N,N
C5,Sample 5,B,UNKNOWN,SYBR,None,32.56610489,31.95882225,0.858827353,,,,FALSE,0.1,TRUE,3,30,78.82259369,,,,Y,N,N,N
C6,Sample 6,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,61.34716034,68.36720276,,,N,N,Y,Y
C7,Sample 7,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,7,61.34722137,,,,N,N,N,N
C8,Sample 8,B,UNKNOWN,SYBR,None,34.54642105,36.18672943,2.319749117,,,,FALSE,0.1,TRUE,3,31,84.04793549,76.87928772,,,Y,N,N,Y
C9,Sample 9,B,UNKNOWN,SYBR,None,Undetermined,31.01872253,,,,,FALSE,0.1,TRUE,3,39,61.49317932,,,,N,N,Y,N
C10,Sample 10,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,61.34381104,,,,N,N,Y,N
C11,Sample 11,B,UNKNOWN,SYBR,None,27.19145012,27.20044327,0.012719582,,,,FALSE,0.1,TRUE,3,23,79.2673645,,,,N,N,N,N
C12,Sample 12,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,61.34693146,,,,N,N,Y,N
D1,Sample 1,B,UNKNOWN,SYBR,None,21.26762581,21.00116158,0.376837343,,,,FALSE,0.1,TRUE,3,18,79.41584015,,,,N,N,N,N
D2,Sample 2,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,61.34613037,,,,N,N,Y,N
D3,Sample 3,B,UNKNOWN,SYBR,None,25.153965,25.20619202,0.07386151,,,,FALSE,0.1,TRUE,3,21,79.4164505,,,,N,N,N,N
D4,Sample 4,B,UNKNOWN,SYBR,None,22.49848938,22.43958282,0.083305098,,,,FALSE,0.1,TRUE,3,19,79.4164505,,,,N,N,N,N
D5,Sample 5,B,UNKNOWN,SYBR,None,31.35153961,31.95882225,0.858827353,,,,FALSE,0.1,TRUE,3,28,79.27067566,,,,Y,N,N,N
D6,Sample 6,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,61.64588928,,,,N,N,Y,N
D7,Sample 7,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,7,68.81455994,,,,N,N,N,N
D8,Sample 8,B,UNKNOWN,SYBR,None,37.82704163,36.18672943,2.319749117,,,,FALSE,0.1,TRUE,3,34,84.04793549,61.34722137,81.35969543,,Y,N,N,Y
D9,Sample 9,B,UNKNOWN,SYBR,None,31.01872253,31.01872253,,,,,FALSE,0.1,TRUE,3,9,61.49317932,,,,N,N,N,N
D10,Sample 10,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,61.34381104,,,,N,N,Y,N
D11,Sample 11,B,UNKNOWN,SYBR,None,27.20943832,27.20044327,0.012719582,,,,FALSE,0.1,TRUE,3,23,79.2673645,,,,N,N,N,N
D12,Sample 12,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,61.34693146,,,,N,N,Y,N
E1,Sample 1,C,UNKNOWN,SYBR,None,37.10305023,35.1427536,2.772280693,,,,FALSE,0.1,TRUE,3,33,82.25323486,,,,Y,N,N,N
E2,Sample 2,C,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,67.76760101,61.49546432,,,N,Y,Y,Y
E3,Sample 3,C,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,67.02056122,,,,N,Y,Y,N
E4,Sample 4,C,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,38,67.31925964,81.95536804,61.49468231,,N,N,Y,Y
E5,Sample 5,C,UNKNOWN,SYBR,None,18.52009201,18.69350815,0.245246112,,,,FALSE,0.1,TRUE,3,15,81.36175537,,,,N,N,N,N
E6,Sample 6,C,UNKNOWN,SYBR,None,30.43601227,30.43601227,,,,,FALSE,0.1,TRUE,3,26,81.06303406,,,,N,N,N,N
E7,Sample 7,C,UNKNOWN,SYBR,None,21.45668411,26.39939499,6.990050316,,,,FALSE,0.1,TRUE,3,17,81.21034241,,,,Y,N,N,N
E8,Sample 8,C,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,61.34722137,,,,N,N,Y,N
E9,Sample 9,C,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,67.46791077,,,,N,Y,Y,N
E10,Sample 10,C,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,67.16917419,,,,N,Y,Y,N
E11,Sample 11,C,UNKNOWN,SYBR,None,Undetermined,38.2419281,,,,,FALSE,0.1,TRUE,3,39,,,,,N,Y,Y,N
E12,Sample 12,C,UNKNOWN,SYBR,None,30.99767113,30.99767113,,,,,FALSE,0.1,TRUE,3,27,81.20874023,,,,N,N,N,N
F1,Sample 1,C,UNKNOWN,SYBR,None,33.18245316,35.1427536,2.772280693,,,,FALSE,0.1,TRUE,3,29,81.05854797,,,,Y,N,N,N
F2,Sample 2,C,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,61.49546432,,,,N,Y,Y,N
F3,Sample 3,C,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,61.49468231,,,,N,Y,Y,N
F4,Sample 4,C,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,35,82.10471344,67.02056122,61.49468231,,N,N,N,Y
F5,Sample 5,C,UNKNOWN,SYBR,None,18.86692238,18.69350815,0.245246112,,,,FALSE,0.1,TRUE,3,15,81.51112366,,,,N,N,N,N
F6,Sample 6,C,UNKNOWN,SYBR,None,Undetermined,30.43601227,,,,,FALSE,0.1,TRUE,3,39,61.34716034,,,,N,Y,Y,N
F7,Sample 7,C,UNKNOWN,SYBR,None,31.34210777,26.39939499,6.990050316,,,,FALSE,0.1,TRUE,3,27,81.06099701,,,,Y,N,N,N
F8,Sample 8,C,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,61.34722137,,,,N,N,Y,N
F9,Sample 9,C,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,67.31854248,,,,N,Y,Y,N
F10,Sample 10,C,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,68.06538391,61.19444275,,,N,Y,Y,Y
F11,Sample 11,C,UNKNOWN,SYBR,None,38.2419281,38.2419281,,,,,FALSE,0.1,TRUE,3,34,82.25410461,,,,N,N,N,N
F12,Sample 12,C,UNKNOWN,SYBR,None,Undetermined,30.99767113,,,,,FALSE,0.1,TRUE,3,39,61.34693146,,,,N,Y,Y,N
G1,Sample 1,D,UNKNOWN,SYBR,None,33.01732254,33.01732254,,,,,FALSE,0.1,TRUE,3,29,80.16252136,,,,N,N,N,N
G2,Sample 2,D,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,61.64480209,,,,N,Y,Y,N
G3,Sample 3,D,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,61.3453331,,,,N,Y,Y,N
G4,Sample 4,D,UNKNOWN,SYBR,None,27.25759315,27.36636734,0.153831273,,,,FALSE,0.1,TRUE,3,23,80.46188354,,,,N,N,N,N
G5,Sample 5,D,UNKNOWN,SYBR,None,Undetermined,33.26046371,,,,,FALSE,0.1,TRUE,3,39,67.17230225,61.64588928,,,N,N,Y,Y
G6,Sample 6,D,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,61.49652481,,,,N,Y,Y,N
G7,Sample 7,D,UNKNOWN,SYBR,None,24.97309685,24.63204002,0.482327193,,,,FALSE,0.1,TRUE,3,21,80.16491699,,,,N,N,N,N
G8,Sample 8,D,UNKNOWN,SYBR,None,22.38205338,22.92069626,0.761754751,,,,FALSE,0.1,TRUE,3,19,80.31426239,,,,Y,N,N,N
G9,Sample 9,D,UNKNOWN,SYBR,None,32.66590118,31.99298477,0.951646149,,,,FALSE,0.1,TRUE,3,28,80.16421509,,,,Y,N,N,N
G10,Sample 10,D,UNKNOWN,SYBR,None,Undetermined,30.21704483,,,,,FALSE,0.1,TRUE,3,39,68.66285706,61.34381104,,,N,Y,Y,Y
G11,Sample 11,D,UNKNOWN,SYBR,None,26.54946899,29.4844265,4.1506567,,,,FALSE,0.1,TRUE,3,22,80.31272125,,,,Y,N,N,N
G12,Sample 12,D,UNKNOWN,SYBR,None,28.14772034,28.14772034,,,,,FALSE,0.1,TRUE,3,23,80.31272125,,,,N,N,N,N
H1,Sample 1,D,UNKNOWN,SYBR,None,Undetermined,33.01732254,,,,,FALSE,0.1,TRUE,3,39,61.64480209,,,,N,N,Y,N
H2,Sample 2,D,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,61.34613037,,,,N,Y,Y,N
H3,Sample 3,D,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,61.49468231,,,,N,Y,Y,N
H4,Sample 4,D,UNKNOWN,SYBR,None,27.47514343,27.36636734,0.153831273,,,,FALSE,0.1,TRUE,3,24,80.61123657,,,,N,N,N,N
H5,Sample 5,D,UNKNOWN,SYBR,None,33.26046371,33.26046371,,,,,FALSE,0.1,TRUE,3,30,80.31622314,,,,N,N,N,N
H6,Sample 6,D,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,68.96466064,,,,N,N,Y,N
H7,Sample 7,D,UNKNOWN,SYBR,None,24.2909832,24.63204002,0.482327193,,,,FALSE,0.1,TRUE,3,20,80.31426239,,,,N,N,N,N
H8,Sample 8,D,UNKNOWN,SYBR,None,23.45933723,22.92069626,0.761754751,,,,FALSE,0.1,TRUE,3,19,80.46360779,,,,Y,N,N,N
H9,Sample 9,D,UNKNOWN,SYBR,None,31.32007027,31.99298477,0.951646149,,,,FALSE,0.1,TRUE,3,27,80.31358337,,,,Y,N,N,N
