Block Type,96well,,,,,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\cmblab\Desktop\IngL_qPCR\UrbanPopgen_Plate60_3-24-24.eds,,,,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2024-03-24 12:47:52 PM EDT,,,,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Comments,HIGHSD,NOAMP,EXPFAIL,MTP
B3,Sample 3,A,UNKNOWN,SYBR,None,33.88046265,33.88046265,,,,,FALSE,0.1,TRUE,3,30,87.32829285,,,,N,N,N,N
B4,Sample 4,A,UNKNOWN,SYBR,None,26.79476357,26.83374786,0.055130776,,,,FALSE,0.1,TRUE,3,23,87.47761536,,,,N,N,N,N
B5,Sample 5,A,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,66.12243652,61.19349289,,,N,N,Y,Y
B6,Sample 6,A,UNKNOWN,SYBR,None,28.42979622,28.92955589,0.706766903,,,,FALSE,0.1,TRUE,3,25,88.22798157,,,,Y,N,N,N
B7,Sample 7,A,UNKNOWN,SYBR,None,26.68216896,26.68287659,0.001002083,,,,FALSE,0.1,TRUE,3,23,87.48407745,,,,N,N,N,N
B8,Sample 8,A,UNKNOWN,SYBR,None,20.73057747,20.48114204,0.352754951,,,,FALSE,0.1,TRUE,3,17,84.49671936,,,,N,N,N,N
B9,Sample 9,A,UNKNOWN,SYBR,None,Undetermined,32.33886719,,,,,FALSE,0.1,TRUE,3,39,66.72561646,,,,N,Y,Y,N
B10,Sample 10,A,UNKNOWN,SYBR,None,32.20446396,31.85315704,0.496823013,,,,FALSE,0.1,TRUE,3,28,87.0377121,,,,N,N,N,N
B11,Sample 11,A,UNKNOWN,SYBR,None,28.44146538,26.85040283,2.250100851,,,,FALSE,0.1,TRUE,3,24,82.85416412,,,,Y,N,N,N
B12,Sample 12,A,UNKNOWN,SYBR,None,33.31688309,33.90885925,0.837183416,,,,FALSE,0.1,TRUE,3,29,83.15285492,,,,Y,N,N,N
C1,Sample 1,B,UNKNOWN,SYBR,None,Undetermined,26.45678902,,,,,FALSE,0.1,TRUE,3,39,66.1182251,,,,N,Y,Y,N
C2,Sample 2,B,UNKNOWN,SYBR,None,27.26277924,27.34422302,0.115180254,,,,FALSE,0.1,TRUE,3,23,79.56252289,,,,N,N,N,N
C3,Sample 3,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,66.27445984,80.16103363,68.81286621,,N,Y,Y,Y
C4,Sample 4,B,UNKNOWN,SYBR,None,27.89188194,27.21841812,0.952421665,,,,FALSE,0.1,TRUE,3,24,80.01171112,,,,Y,N,N,N
C5,Sample 5,B,UNKNOWN,SYBR,None,29.45762062,29.87057495,0.584006965,,,,FALSE,0.1,TRUE,3,26,79.56499481,,,,Y,N,N,N
C6,Sample 6,B,UNKNOWN,SYBR,None,28.14569855,26.74465561,1.981372595,,,,FALSE,0.1,TRUE,3,24,79.56499481,,,,Y,N,N,N
C7,Sample 7,B,UNKNOWN,SYBR,None,27.99571228,27.5623703,0.61283946,,,,FALSE,0.1,TRUE,3,23,79.56758118,,,,Y,N,N,N
C8,Sample 8,B,UNKNOWN,SYBR,None,33.14890289,33.14890289,,,,,FALSE,0.1,TRUE,3,29,79.56758118,,,,N,N,N,N
C9,Sample 9,B,UNKNOWN,SYBR,None,22.4834938,26.08149529,5.088342667,,,,FALSE,0.1,TRUE,3,20,79.42066956,,,,Y,N,N,N
C10,Sample 10,B,UNKNOWN,SYBR,None,32.97410202,32.08647156,1.255301714,,,,FALSE,0.1,TRUE,3,29,79.42066956,,,,Y,N,N,N
C11,Sample 11,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,66.27680969,61.04971695,,,N,Y,Y,Y
C12,Sample 12,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,68.21829987,,,,N,Y,Y,N
D1,Sample 1,B,UNKNOWN,SYBR,None,26.45678902,26.45678902,,,,,FALSE,0.1,TRUE,3,22,79.41314697,,,,N,N,N,N
D2,Sample 2,B,UNKNOWN,SYBR,None,27.42566872,27.34422302,0.115180254,,,,FALSE,0.1,TRUE,3,23,79.41314697,,,,N,N,N,N
D3,Sample 3,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,66.5730896,88.82147217,70.15672302,,N,Y,Y,Y
D4,Sample 4,B,UNKNOWN,SYBR,None,26.5449543,27.21841812,0.952421665,,,,FALSE,0.1,TRUE,3,23,79.86239624,,,,Y,N,N,N
D5,Sample 5,B,UNKNOWN,SYBR,None,30.28353119,29.87057495,0.584006965,,,,FALSE,0.1,TRUE,3,26,79.56499481,,,,Y,N,N,N
D6,Sample 6,B,UNKNOWN,SYBR,None,25.34361458,26.74465561,1.981372595,,,,FALSE,0.1,TRUE,3,22,79.56499481,,,,Y,N,N,N
D7,Sample 7,B,UNKNOWN,SYBR,None,27.12902641,27.5623703,0.61283946,,,,FALSE,0.1,TRUE,3,24,79.56758118,,,,Y,N,N,N
D8,Sample 8,B,UNKNOWN,SYBR,None,Undetermined,33.14890289,,,,,FALSE,0.1,TRUE,3,39,68.06626129,,,,N,Y,Y,N
D9,Sample 9,B,UNKNOWN,SYBR,None,29.67949677,26.08149529,5.088342667,,,,FALSE,0.1,TRUE,3,26,79.42066956,,,,Y,N,N,N
D10,Sample 10,B,UNKNOWN,SYBR,None,31.19883728,32.08647156,1.255301714,,,,FALSE,0.1,TRUE,3,27,79.42066956,,,,Y,N,N,N
D11,Sample 11,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,66.27680969,61.04971695,,,N,Y,Y,Y
D12,Sample 12,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,61.19906235,69.26371765,65.23139191,,N,Y,Y,Y
E1,Sample 1,C,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,FALSE,3,15,67.16389465,,,,N,Y,N,N
E2,Sample 2,C,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,FALSE,3,15,69.70336914,,,,N,Y,N,N
E3,Sample 3,C,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,FALSE,3,15,66.5730896,,,,N,Y,N,N
E4,Sample 4,C,UNKNOWN,SYBR,None,Undetermined,36.11672211,,,,,FALSE,0.1,FALSE,3,15,65.82649994,90.16533661,,,N,Y,N,Y
E5,Sample 5,C,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,FALSE,3,15,66.27179718,,,,N,N,N,N
E6,Sample 6,C,UNKNOWN,SYBR,None,35.81616974,35.81616974,,,,,FALSE,0.1,FALSE,3,15,82.25350952,,,,N,N,N,N
E7,Sample 7,C,UNKNOWN,SYBR,None,22.72564316,22.69852448,0.03835161,,,,FALSE,0.1,FALSE,3,15,81.36000061,,,,N,N,N,N
E8,Sample 8,C,UNKNOWN,SYBR,None,Undetermined,32.4236908,,,,,FALSE,0.1,FALSE,3,15,69.55994415,64.63080597,60.4485054,,N,Y,N,Y
E9,Sample 9,C,UNKNOWN,SYBR,None,26.70535851,26.9029541,0.279443711,,,,FALSE,0.1,FALSE,3,15,81.21292114,,,,N,N,N,N
E10,Sample 10,C,UNKNOWN,SYBR,None,Undetermined,32.43680573,,,,,FALSE,0.1,FALSE,3,15,66.12819672,,,,N,Y,N,N
E11,Sample 11,C,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,FALSE,3,15,68.21829987,,,,N,Y,N,N
E12,Sample 12,C,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,FALSE,3,15,67.77026367,61.49775314,,,N,Y,N,Y
F1,Sample 1,C,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,FALSE,3,15,66.41698456,,,,N,Y,N,N
F2,Sample 2,C,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,FALSE,3,15,66.26760864,76.27613831,60.29236221,,N,Y,N,Y
F3,Sample 3,C,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,FALSE,3,15,65.52786255,,,,N,Y,N,N
F4,Sample 4,C,UNKNOWN,SYBR,None,36.11672211,36.11672211,,,,,FALSE,0.1,FALSE,3,15,82.55011749,,,,N,N,N,N
F5,Sample 5,C,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,FALSE,3,15,67.46669006,,,,N,N,N,N
F6,Sample 6,C,UNKNOWN,SYBR,None,Undetermined,35.81616974,,,,,FALSE,0.1,FALSE,3,15,65.67434692,,,,N,Y,N,N
F7,Sample 7,C,UNKNOWN,SYBR,None,22.67140579,22.69852448,0.03835161,,,,FALSE,0.1,FALSE,3,15,81.5093689,,,,N,N,N,N
F8,Sample 8,C,UNKNOWN,SYBR,None,32.4236908,32.4236908,,,,,FALSE,0.1,FALSE,3,15,81.36000061,,,,N,N,N,N
F9,Sample 9,C,UNKNOWN,SYBR,None,27.10055161,26.9029541,0.279443711,,,,FALSE,0.1,FALSE,3,15,81.21292114,,,,N,N,N,N
F10,Sample 10,C,UNKNOWN,SYBR,None,32.43680573,32.43680573,,,,,FALSE,0.1,FALSE,3,15,81.06356812,,,,N,N,N,N
F11,Sample 11,C,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,FALSE,3,15,64.48466492,,,,N,Y,N,N
F12,Sample 12,C,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,FALSE,3,15,67.62091827,60.75102615,80.91267395,,N,Y,N,Y
G1,Sample 1,D,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,67.31327057,,,,N,Y,Y,N
G2,Sample 2,D,UNKNOWN,SYBR,None,30.43710136,31.37747192,1.329883456,,,,FALSE,0.1,TRUE,3,26,80.30943298,,,,Y,N,N,N
G3,Sample 3,D,UNKNOWN,SYBR,None,22.62268639,22.75905991,0.192859933,,,,FALSE,0.1,TRUE,3,19,80.6089859,,,,N,N,N,N
G4,Sample 4,D,UNKNOWN,SYBR,None,24.81788445,25.53071785,1.008098722,,,,FALSE,0.1,TRUE,3,21,80.6089859,,,,Y,N,N,N
G5,Sample 5,D,UNKNOWN,SYBR,None,21.93571663,22.07455254,0.196343616,,,,FALSE,0.1,TRUE,3,18,80.46116638,,,,N,N,N,N
G6,Sample 6,D,UNKNOWN,SYBR,None,22.99218178,22.68054962,0.440714419,,,,FALSE,0.1,TRUE,3,19,80.46116638,,,,N,N,N,N
G7,Sample 7,D,UNKNOWN,SYBR,None,24.44104004,24.29251862,0.21003966,,,,FALSE,0.1,TRUE,3,20,80.46379089,,,,N,N,N,N
G8,Sample 8,D,UNKNOWN,SYBR,None,23.54541016,23.33985519,0.290697277,,,,FALSE,0.1,TRUE,3,20,80.46379089,,,,N,N,N,N
G9,Sample 9,D,UNKNOWN,SYBR,None,21.92333412,21.92333412,,,,,FALSE,0.1,TRUE,3,18,80.16744232,,,,N,N,N,N
G10,Sample 10,D,UNKNOWN,SYBR,None,24.31256294,24.21156311,0.142833978,,,,FALSE,0.1,TRUE,3,20,80.31679535,,,,N,N,N,N
G11,Sample 11,D,UNKNOWN,SYBR,None,25.66845322,26.08529663,0.589506984,,,,FALSE,0.1,TRUE,3,21,80.31529236,,,,Y,N,N,N
G12,Sample 12,D,UNKNOWN,SYBR,None,25.37785912,25.24422455,0.188987821,,,,FALSE,0.1,TRUE,3,21,80.16593933,,,,N,N,N,N
H1,Sample 1,D,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,68.65769958,,,,N,Y,Y,N
H2,Sample 2,D,UNKNOWN,SYBR,None,32.31784058,31.37747192,1.329883456,,,,FALSE,0.1,TRUE,3,28,80.30943298,66.71575165,,,Y,N,N,Y
H3,Sample 3,D,UNKNOWN,SYBR,None,22.89543152,22.75905991,0.192859933,,,,FALSE,0.1,TRUE,3,19,80.75830078,,,,N,N,N,N
H4,Sample 4,D,UNKNOWN,SYBR,None,26.24355125,25.53071785,1.008098722,,,,FALSE,0.1,TRUE,3,22,80.45967102,,,,Y,N,N,N
H5,Sample 5,D,UNKNOWN,SYBR,None,22.21338844,22.07455254,0.196343616,,,,FALSE,0.1,TRUE,3,18,80.61052704,,,,N,N,N,N
H6,Sample 6,D,UNKNOWN,SYBR,None,22.36891747,22.68054962,0.440714419,,,,FALSE,0.1,TRUE,3,19,80.61052704,,,,N,N,N,N
H7,Sample 7,D,UNKNOWN,SYBR,None,24.1439991,24.29251862,0.21003966,,,,FALSE,0.1,TRUE,3,20,80.61315918,,,,N,N,N,N
H8,Sample 8,D,UNKNOWN,SYBR,None,23.13430214,23.33985519,0.290697277,,,,FALSE,0.1,TRUE,3,19,80.46379089,,,,N,N,N,N
H9,Sample 9,D,UNKNOWN,SYBR,None,Undetermined,21.92333412,,,,,FALSE,0.1,TRUE,3,39,68.66721344,,,,N,Y,Y,N
H10,Sample 10,D,UNKNOWN,SYBR,None,24.11056519,24.21156311,0.142833978,,,,FALSE,0.1,TRUE,3,20,80.31679535,,,,N,N,N,N
H11,Sample 11,D,UNKNOWN,SYBR,None,26.50214195,26.08529663,0.589506984,,,,FALSE,0.1,TRUE,3,22,80.31529236,,,,Y,N,N,N
H12,Sample 12,D,UNKNOWN,SYBR,None,25.11058998,25.24422455,0.188987821,,,,FALSE,0.1,TRUE,3,21,80.31529236,,,,N,N,N,N
