Block Type,96well,,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Coral\Ing\UrbanPopgen_Plate14_7-6-23.eds,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2023-07-06 17:18:56 PM PDT,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,BADROX,HIGHSD,NOAMP,EXPFAIL
A1,Sample 1,A,UNKNOWN,SYBR,None,33.53664398,31.76989174,2.498564959,,,,FALSE,0.1,TRUE,3,30,,N,Y,N,N
A2,Sample 2,A,UNKNOWN,SYBR,None,27.18818665,26.9893322,0.281222641,,,,FALSE,0.1,TRUE,3,24,,N,N,N,N
A3,Sample 3,A,UNKNOWN,SYBR,None,27.83415031,28.08219147,0.350783169,,,,FALSE,0.1,TRUE,3,25,,N,N,N,N
A4,Sample 4,A,UNKNOWN,SYBR,None,32.57571411,32.42425919,0.214189604,,,,FALSE,0.1,TRUE,3,29,,N,N,N,N
A5,Sample 5,A,UNKNOWN,SYBR,None,27.45959282,27.33555984,0.175407767,,,,FALSE,0.1,TRUE,3,24,,N,N,N,N
A6,Sample 6,A,UNKNOWN,SYBR,None,28.59736824,26.92411232,2.366341114,,,,FALSE,0.1,TRUE,3,25,,N,Y,N,N
A7,Sample 7,A,UNKNOWN,SYBR,None,27.41603661,27.32367134,0.130624205,,,,FALSE,0.1,TRUE,3,25,,N,N,N,N
A8,Sample 8,A,UNKNOWN,SYBR,None,27.27726555,27.13973999,0.194489166,,,,FALSE,0.1,TRUE,3,24,,N,N,N,N
A9,Sample 9,A,UNKNOWN,SYBR,None,31.96779633,31.81802559,0.211807802,,,,FALSE,0.1,TRUE,3,28,,N,N,N,N
A10,Sample 10,A,UNKNOWN,SYBR,None,33.54707336,32.72521591,1.162283301,,,,FALSE,0.1,TRUE,3,29,,N,Y,N,N
A11,Sample 11,A,UNKNOWN,SYBR,None,26.5204525,26.39585114,0.176211596,,,,FALSE,0.1,TRUE,3,24,,N,N,N,N
A12,,A,NTC,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,,N,N,N,
B1,Sample 1,A,UNKNOWN,SYBR,None,30.0031395,31.76989174,2.498564959,,,,FALSE,0.1,TRUE,3,27,,N,Y,N,N
B2,Sample 2,A,UNKNOWN,SYBR,None,26.79047775,26.9893322,0.281222641,,,,FALSE,0.1,TRUE,3,23,,N,N,N,N
B3,Sample 3,A,UNKNOWN,SYBR,None,28.33023262,28.08219147,0.350783169,,,,FALSE,0.1,TRUE,3,25,,N,N,N,N
B4,Sample 4,A,UNKNOWN,SYBR,None,32.27280426,32.42425919,0.214189604,,,,FALSE,0.1,TRUE,3,29,,N,N,N,N
B5,Sample 5,A,UNKNOWN,SYBR,None,27.21152878,27.33555984,0.175407767,,,,FALSE,0.1,TRUE,3,24,,N,N,N,N
B6,Sample 6,A,UNKNOWN,SYBR,None,25.2508564,26.92411232,2.366341114,,,,FALSE,0.1,TRUE,3,22,,N,Y,N,N
B7,Sample 7,A,UNKNOWN,SYBR,None,27.23130608,27.32367134,0.130624205,,,,FALSE,0.1,TRUE,3,23,,N,N,N,N
B8,Sample 8,A,UNKNOWN,SYBR,None,27.00221634,27.13973999,0.194489166,,,,FALSE,0.1,TRUE,3,24,,N,N,N,N
B9,Sample 9,A,UNKNOWN,SYBR,None,31.66825485,31.81802559,0.211807802,,,,FALSE,0.1,TRUE,3,27,,N,N,N,N
B10,Sample 10,A,UNKNOWN,SYBR,None,31.90335655,32.72521591,1.162283301,,,,FALSE,0.1,TRUE,3,28,,N,Y,N,N
B11,Sample 11,A,UNKNOWN,SYBR,None,26.27125168,26.39585114,0.176211596,,,,FALSE,0.1,TRUE,3,23,,N,N,N,N
B12,,A,NTC,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,,N,N,N,N
C1,Sample 1,B,UNKNOWN,SYBR,None,33.28543854,34.5324173,1.763491631,,,,FALSE,0.1,TRUE,3,30,,N,Y,N,N
C2,Sample 2,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,,N,N,N,Y
C3,Sample 3,B,UNKNOWN,SYBR,None,29.13075256,29.5073967,0.53265661,,,,FALSE,0.1,TRUE,3,26,,N,Y,N,N
C4,Sample 4,B,UNKNOWN,SYBR,None,31.99463081,35.28432846,4.652333736,,,,FALSE,0.1,TRUE,3,29,,N,Y,N,N
